ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err,state
MSEIS,1366,Energy,"Magseis Fairfield ASA, a geophysical survey company, engages in the marine seismic operations and seismic related activities. The company provides ocean bottom seismic (OBS) acquisition services to clients using its proprietary Marine Autonomous Seismic System (MASS) that includes ultra-compact 4C sensor capsules, automated handling systems, and data downloads. Its MASS acquisition system allows operating in water depths from 0 to 3,000 meters. The company also provides MASS cable system that enables acquisition in areas with seabed obstructions, various seabed topographies, and deployment in deeper water depths; MASS Modular, a mobile OBS system; and MASS reservoir monitoring services for seismic monitoring. It operates in Norway, Malaysia, Singapore, Red Sea, Sweden, Russia, Mexico, Indonesia, and the United States. The company was formerly known as Magseis ASA. Magseis Fairfield ASA was founded in 2009 and is headquartered in Lysaker, Norway.",Lysaker,47 23 36 80 20,Norway,[],http://magseisfairfield.com,1,Strandveien 50,,Oil & Gas Equipment & Services,1.574,1.58,1.9364783,,0,,1.598,,808664,,1.574,1.6058235,,1.58,,808664,,,,,,1.998838,,,1.506,4,NOK,,316529,,,,413488864,,,2004375,1.0510514,1.506,1.57,,200000,316529,13.5,3.6904762,,,0.75,1.508,False,,13800,1.598,OSL,MAGSEIS FAIRFIELD,Magseis Fairfield ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MSEIS.OL,finmb_225611681,no_market,,1.039,,-0.38740003,14.913,-0.82393736,,0.42,,266767008,,,0.746,,,,1577750400,0.24371,-152404992,-0.809,,,2.077748,0.2464,1640908800,1585612800,,,205525399,408844896,,,,,,,,,,,,,,https://logo.clearbit.com/magseisfairfield.com,389,,,,,26ba13b8-fe98-37d5-923b-c52c699871c9,,
LIFE-ME,5230,Healthcare,"Lifecare AS engages in the research and development of medical sensors for health monitoring in Norway. It focuses to offer tool to monitor glucose levels under the SENCELL name. The company was founded in 2006 and is headquartered in Bergen, Norway.",Bergen,,Norway,[],http://www.lifecare.no,1,Statsminister Michelsens veg 38,,Medical Devices,6.5,6.7,3.8043478,,0,,6.85,,2108334,,6.5,5.7897058,,6.7,,2108334,,,,,,1.7772,,,6.6,2,NOK,,1022268,,,,554336256,,,1351435,267.96136,6.6,6.85,,,1022268,8.25,,,,0.58,6.8,False,,,6.85,OSL,LIFECARE AS,Lifecare AS,Europe/Oslo,CEST,False,7200000,EQUITY,LIFE-ME.OL,finmb_20947330,no_market,,247.218,,0,-76.09,,,,,80925000,,,0.194,,,,1577750400,0.13677,-6554833,-0.081,,,35.309277,0,1640908800,1577750400,,,78689852,511423360,,1549497600,1:4,,,,,,,,,,,https://logo.clearbit.com/lifecare.no,,Paradis,,,,315723f9-d1ce-390a-b3a5-2de10a5253b8,,
KOA,3601,Consumer Cyclical,"Kongsberg Automotive ASA develops, manufactures, and sells products to the automotive industry worldwide. The company operates through three segments: Interior, Powertrain & Chassis Products, and Specialty Products. The Interior segment offers comfort and safety related products, such as massage systems, seat support systems, seat climate systems, and light duty cables and actuators for vehicle interiors, as well as panel heaters for electric cars. The Powertrain & Chassis Products segment provides powertrain systems and chassis related products, including gear shifters for automatic and manual transmissions, shift cables and towers, and chassis stabilizers, as well as gear and clutch control systems, such as actuators for heavy and light duty commercial vehicles. The Specialty Products segment offers driver control and fluid handling systems, such as air couplings; fuel transfer systems comprising specialized hoses, tubes, and assemblies; and off-road products consisting of steering columns, displays, and pedals and hand controls, as well as other products and software. It serves OEMs and Tier 1 suppliers in the automotive, commercial vehicle, and off-highway markets. The company was formerly known as Kongsberg Automotive Holding ASA and changed its name to Kongsberg Automotive ASA in August 2014. Kongsberg Automotive ASA was founded in 1957 and is based in Kongsberg, Norway.",Kongsberg,47 32 77 05 00,Norway,[],http://www.kongsbergautomotive.com,1,Dyrmyrgata 48,,Auto Parts,0.152,0.153,1.8427309,,0,,0.1566,,188984681,,0.152,0.19084117,,0.153,,188984681,,,,,1180915200,1.063298,,,0.152,4,NOK,14.054545,96682893,,,,1630798080,,,121318837,,0.152,0.1546,,1027300,96682893,6.47,0.123679996,,,0.119,0.1542,False,,760600,0.1566,OSL,KONGSBERG AUTOMOT,Kongsberg Automotive ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KOA.OL,finmb_121944,no_market,,,,-0.12196,,-0.97388315,,1.25,,10548500480,,,0.702,,,,1577750400,0.54443,,0.011,,0.16254902,0.22022791,0.01613,1640908800,1593475200,,,1117250400,221920000,,,,,,,,,,,,,,https://logo.clearbit.com/kongsbergautomotive.com,11000,,,,,,,
MGN,0277,Energy,"Magnora ASA operates in the offshore oil and gas market in Norway and the United Kingdom. It primarily focuses on managing the Dana Western Isles and Shell Penguins FPSO license agreements. It serves oil companies and marine contractors. It also focuses on developing wind projects. The company was formerly known as Sevan Marine ASA and changed its name to Magnora ASA in October 2018. Magnora ASA was founded in 2001 and is based in Oslo, Norway.",Oslo,,Norway,[],http://magnoraasa.com,1,Karenlyst Alle 2,,Oil & Gas Equipment & Services,10.7,10.85,8.536522,,4.5376997,,11.7,,93474,,10.7,9.751177,,10.85,,93474,,,,0.33,1595203200,0.678861,,,10.8,2,NOK,39.272728,238093,,,,567113408,,,251562,15.204113,10.8,10.8,,0,238093,12.4,,,,5.5,10.8,False,0.031400003,0,11.7,OSL,MAGNORA ASA,Magnora ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MGN.OL,finmb_13575280,no_market,,13.419,,0.3941,,0.6461538,,,,52510500,,,1.821,,,,1577750400,0.31302,14700000,0.275,,,5.9308076,0.44072,1640908800,1585612800,,,20231732,500510784,,1322697600,1:100,,,-0.696,,,,,,,,https://logo.clearbit.com/magnoraasa.com,2,,,,,58ddaa6a-3d57-3aa2-a70e-15537e71d8b2,,
KOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KVAER,1360,Energy,"KvÃ¦rner ASA provides engineering, procurement, and construction (EPC) services for offshore platforms, onshore plants, floating production units, and renewable energy solutions in Norway, Europe, Canada, and internationally. The company executes contracts of oil and gas steel jacket substructures and jackets; and EPC delivery of topsides for offshore oil and gas platforms, as well as on floating oil and gas installations. It also offers marine concrete structures for oil and gas field developments; fixed and floating substructures, as well as converter platforms for offshore wind developments; and front-end development services. In addition, the company engages in the project management, design, engineering, procurement, construction, installation, and hook-up of onshore oil and gas projects; marine operations; and decommissioning of offshore oil and gas installations, as well as provision of an unmanned wellhead platform for tieback solutions. Further, it is involved in the cold forming, prefabrication, and welding of pipes comprising risers, riser tools and special riser joints, riser and tools refurbishment, subsea flow loops and flow control modules, modular process/system skids, high pressure manifolds, piping spools production, and minor steel and aluminum structures, as well as modification and maintenance services. KvÃ¦rner AS has a strategic collaboration agreement with Nel ASA. The company was incorporated in 2011 and is headquartered in Oslo, Norway.",Oslo,47 21 08 90 00,Norway,[],http://www.kvaerner.com,1,Snaroyveien 20,47 21 08 99 99,Oil & Gas Equipment & Services,9.58,9.69,7.641232,0.052192066,0,,9.7,,1484784,,9.58,8.466764,0.5,9.69,,1484784,,,,,1585094400,1.496515,,,9.53,2,NOK,36.743294,260300,,,,2574243840,,,1524556,0.29797938,9.53,9.58,,280000,260300,13.48,13.898551,,,5.5,9.57,False,,721400,9.7,OSL,KVAERNER ASA,Kvarner ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KVAER.OL,finmb_129571087,no_market,,0.109,,0.0081,4.713,-0.1211009,,0.69,,268430000,,,12.487,,,,1577750400,0.34179002,77000000,0.261,,,0.7679987,0.4352,1640908800,1593475200,,,113808843,942556928,,,,,,0.217,,,,,,,,https://logo.clearbit.com/kvaerner.com,2802,Fornebu,,,,dfb1ddda-e317-319f-9f27-4570c8d41a23,,
MEDI,0579,Healthcare,"Medistim ASA develops, produces, services, leases, and distributes medical devices for cardio-vascular surgery in the United States, Europe, Asia, and internationally. It offers MiraQ Cardiac, a system that combines ultrasound imaging and transit time flow measurement (TTFM) in a single system for cardiac surgery; MiraQ Vascular, a system that combines ultrasound imaging and transit TTFM in a single system for vascular surgery; and imaging probes for intraoperative use. The company also provides various flow probes, such as QuickFit TTFM probes to accurately measure blood volume flow intraoperatively in various range of surgical applications; Vascular TTFM probes for enhancing surgical outcomes; and doppler probes that are used on the surface of the heart/vessel to search for intramural coronary arteries or to locate the position and quantify the degree of a stenosis. In addition, it distributes and sells third party medical equipment. The company was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 23 05 96 60,Norway,[],http://www.medistim.com,1,Okernveien 94,,Medical Devices,222,222,192.28986,0.012387387,0.5435,,222,,5111,,222,220.05882,2.75,222,,5111,,,,,1556150400,0.124854,,,216,2,NOK,52.898552,658,,,,3983347200,,,11713,10.728572,216,219,,34000,658,240,82.954544,,,124,216,False,,3000,222,OSL,MEDISTIM ASA,Medistim ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MEDI.OL,finmb_7885356,no_market,,10.72,,0.20319,36.843,0.47019863,,2.64,,18188800,,,14.897,,,,1577750400,0.58257,75442000,4.14,,,14.700946,0.2159,1640908800,1585612800,,,12646305,3980095488,,,,,,0.322,,,,,,,,https://logo.clearbit.com/medistim.com,112,,,,,8430cf52-3196-391c-9a0a-0357ebb01f61,,
LSG,5006,Consumer Defensive,"LerÃ¸y Seafood Group ASA produces, processes, markets, and distributes fresh, frozen, and smoked seafood products worldwide. It operates through Farming; Wildcatch; and Value-Added Processing, Sales and Distribution segments. The company offers smoked and gravad salmon and trout products; farmed and wild catch whole fishes, fillets, and portions; ready to eat and ready to cook products; fish blocks an cubes; breaded products; pre-fried fish burgers and patties; crustaceans and molluscs; seaweed; and other products. LerÃ¸y Seafood Group ASA markets its products primarily under the Norway Seafoods, Arctic Supreme, Fjord trout, Aurora Salmon, Sea Eagle, LerÃ¸y, and Maer brands to retailers, restaurants, canteens, and hotels. The company was founded in 1899 and is headquartered in Bergen, Norway. LerÃ¸y Seafood Group ASA is a subsidiary of Austevoll Seafood ASA.",Bergen,47 55 21 36 50,Norway,[],http://www.leroyseafood.com,1,ThormOehlens gate 51 B,,Packaged Foods,55.28,55.5,55.675396,0.027134588,0.78129995,,55.5,,583863,,55.28,54.910286,1.5,55.5,,583863,,,,1.5,1590624000,-0.00813,,,54.7,2,NOK,21.549297,123459,,,,32798818304,,,916442,1.5629015,54.7,55.08,,32900,123459,64.1,8.970685,,2.97,46.32,55.08,False,0.0271,28100,55.5,OSL,LEROY SEAFOOD GROU,Leroy Seafood Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,LSG.OL,finmb_2381904,no_market,,1.812,,0.07277,13.87,,,6.14,,595475968,,,28.76,,,,1577750400,0.28412,1527104000,2.556,,,1.91516,0.52698004,1640908800,1585612800,,,281505286,38020943872,,1495584000,10:1,,,-0.724,,,,,,,,https://logo.clearbit.com/leroyseafood.com,4371,,,,,320289ce-6624-3ae2-a009-c1262ca9bd3a,,
MRCEL-ME,0663,Technology,"Mercell Holding AS provides software platform for public e-tendering and procurement in the Nordic region. The company's software enables easy compliance with EU regulations for public buyers that are required by law to publish tenders through an e-tendering platform. Its two-sided SaaS marketplace platform also caters to the needs of the supply side and facilitates interaction between buyers and suppliers. The company also offers tender consulting services. Mercell Holding AS was founded in 1999 and is headquartered in Oslo, Norway.",Oslo,47 21 01 88 00,Norway,[],http://www.mercell.com,1,Grensesvingen 6,,Software—Application,7.65,7.9,8.028381,,0,,7.9,,140016,,7.65,8.028381,,7.9,,140016,,,,,,,,,7.651,2,NOK,,14972,,,,2217198592,,,806621,13.368035,7.651,7.7,,,14972,8.8,,,,7.51,7.67,False,,,7.9,OSL,MERCELL HOLDING AS,Mercell Holding AS,Europe/Oslo,CEST,False,7200000,EQUITY,MRCEL-ME.OL,finmb_254089355,no_market,,10.285,,-0.3549,250.176,,,,,289792000,,,0.466,,,,1577750400,,-58862548,-0.264,,,16.418455,,1640908800,,,,93786083,1705809664,,,,,,,,,,,,,,https://logo.clearbit.com/mercell.com,187,,,,,345d8233-c554-328e-9966-89a297fb5c37,,
MELG,7224,Financial Services,"Melhus Sparebank, a savings bank, provides various banking products and services to companies, agriculture customers, and private individuals in Norway. The company offers savings accounts; car loans, mortgages, and payment services; loans for other vehicles; and banking and bank cards. It also provides various insurance products, including auto, health, buildings, property, UNG, and income insurance; savings and pension products; payment services; and online and mobile banking services. The company operates through branch offices in central Trondheim, Heimdal, Ler, and Korsvegen. Melhus Sparebank was founded in 1840 and is headquartered in Melhus, Norway.",Melhus,,Norway,[],http://www.melhusbanken.no,1,Melhusvegen 439,,Banks—Regional,139,139,132.04347,0.07194245,0.77760005,,139,,191,,139,134.61765,10,139,,191,,,,10,1583452800,0.151567,,,139,2,NOK,10.8874445,90,,,,385894592,,,596,1.7743179,139,140,,,90,150,,,7.18,120,139,False,0.0719,,139,OSL,MELHUS SPAREBANK,Melhus Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,MELG.OL,finmb_8952942,no_market,,8.48,,0.42876998,,0.1300813,,11.7,,2776220,,,373.448,,,,1577750400,0.05159,37995000,12.767,,,0.3722071,0.40271,1640908800,1585612800,,,1704519,1844291328,,,,,,-0.246,,,,,,,,https://logo.clearbit.com/melhusbanken.no,,,,,,48b41af4-8c0c-3734-ac3b-e365976127fe,,
NAPA,2860,Technology,"Napatech A/S provides reconfigurable computing solutions for network performance and cybersecurity applications worldwide. It provides Link Capture Software that enables packet capture with nanosecond timestamping and replay with precise inter-frame gap control; Link Virtualization Software that offloads and accelerates the Open vSwitch (OVS) dataplane to enhance CPU efficiency, scalability and network performance; and Link Programmable, which enables end users and OEMs to deploy FPGA IP on SmartNIC platform. The company also offers FPGA SmartNICs that captures data from networks enabling real-time insight into network traffic; and FPGA Cloud Crypto, a cryptography engine that provides technology demonstration and playground for users to learn, experiment, and adapt use cases for FPGA-based crypto offload. It also provides solutions for telecom operators, cloud and data center service providers, and infrastructure and defense, as well as cyber security, financial services, and network management industries. The company was founded in 2003 and is headquartered in Copenhagen, Denmark.",Copenhagen,45 45 96 15 00,Denmark,[],http://www.napatech.com,1,Tobaksvejen 23 A,,Communication Equipment,7.51,7.51,4.4978623,,0,,7.69,,142368,,7.51,6.107059,,7.51,,142368,,,,,,0.425087,,,6.99,2,NOK,,137493,,,,596352128,,,176334,,6.99,7.24,,99400,137493,8.1,,,,1.1,7.18,False,,30200,7.69,OSL,NAPATECH A/S,Napatech A/S,Europe/Oslo,CEST,False,7200000,EQUITY,NAPA.OL,finmb_8539253,no_market,,,,-0.03329,,4.442029,,,,83057400,,,0.397,,,,1577750400,0.50098,,-0.862,,,18.085642,0.27607,1640908800,1585612800,,,39394965,623761216,,1461542400,4:1,,,,,,,,,,,https://logo.clearbit.com/napatech.com,81,Soeborg,,,,77ae3d22-1352-3a37-bd31-8bfb96439299,,
NISB-ME,7540,Financial Services,"Nidaros Sparebank, a savings bank, provides loans, savings, insurance, pension products, and payment services for private and corporate customers in Norway. The company offers payment and card services, and mobile and online banking services; and car loans, mortgages, and loans to other vehicles; and savings and pensions, as well as investor services. It also provides bank guarantees, construction loans, overdrafts, leasing, and corporate loans; and children, auto, death fall, health, building, home, property, income, critical illness, disability, UNG, liability, agriculture, commercial vehicle, craft, lice, breeding and crew, staff, travel, and injuries insurance. The company was founded in 1858 and is based in KlÃ¦bu, Norway.",Klabu,47 72 83 00 00,Norway,[],http://nidaros-sparebank.no,1,Nordalsvegen 2,,Banks—Regional,106,106,117.95652,0.051981132,0.2824,,106,,191,,106,110.882355,5.51,106,,191,,,,5.51,1583452800,,,,106,2,NOK,5.435619,13,,,,119544680,,,129,1.4116393,106,107,,,13,130,,,,103,101,False,0.051999997,,106,OSL,NIDAROS SPAREBANK,Nidaros Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,NISB-ME.OL,finmb_213538882,no_market,,10.97,,0.25988,,,,,,1127780,,,421.29,,,,1577750400,,22008000,19.501,,,0.25160816,,1640908800,1585612800,,,,928954496,,,,,,,,,,,,,,https://logo.clearbit.com/nidaros-sparebank.no,,,,,,8380deb5-13e1-3a0f-8f92-109b5d0c617c,,
MPCC,0250,Industrials,"MPC Container Ships ASA owns and operates a portfolio of container ships. It focuses on the feeder vessels between 1,000 and 3,000 TEU. The company was incorporated in 2017 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.mpc-container.com,1,Munkedamsveien 45,,Marine Shipping,2.22,2.22,9.930798,,0,,2.22,,873076,,2.22,3.8885293,,2.22,,873076,,,,,,0.805787,,,2.13,4,NOK,,178338,,,,782935936,,,513627,4.2522674,2.13,2.2,,0,178338,24.5,6.4411764,,,1.765,2.18,False,,0,2.22,OSL,MPC CONTAIN SHIPS,MPC Container Ships ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MPCC.OL,finmb_427614703,no_market,,2.472,,-0.23218,18.267,-0.8981651,,0.34,,357504992,,,4.427,,,,1577750400,0.54237,-42749000,-0.503,,,0.49469167,0.20036,1640908800,1585612800,,,77648659,455150208,,,,,,,,,,,,,,https://logo.clearbit.com/mpc-container.com,20,,,,,539e7654-6def-3085-b2ea-284d32d0bb7b,,
NATTO,0283,Healthcare,"NattoPharma ASA engages in the research and development of vitamin K2 for applications in the marketplace for nutritional supplements and enriched foods. The company's flagship brand is MenaQ7, a vitamin K2 for bone and cardiovascular health. It also provides marketing and sales support services. The company has a partnership agreement with KD Nutra to create a cardiovascular-support ingredient that combines KD Nutra's KD-PÃ¼R high concentrate omega-3s with the company's MenaQ7 PharmaPure MK-7. NattoPharma ASA was founded in 2004 and is headquartered in Oslo, Norway.",Oslo,47 40 00 90 08,Norway,[],http://www.nattopharma.com,1,Lilleakerveien 2B,,Drug Manufacturers—Specialty & Generic,17.4,17.4,11.787682,,0,,17.4,,34079,,17.4,17.705883,,17.4,,34079,,,,,,1.003484,,,16.8,2,NOK,15.7509165,12776,,,,335964160,,,86995,1.9308285,16.8,17.1,,180100,12776,22,-245.7143,,,5.35,16.7,False,,39300,17.4,OSL,NATTOPHARMA ASA,NattoPharma ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NATTO.OL,finmb_35560724,no_market,,1.987,,0.11958,18.051,,,-0.07,,19532800,,,6.652,,,,1577750400,0.00302,20807000,1.092,,,2.5856886,0.64835,1640908800,1593475200,,,5864720,345729536,,1320278400,1:100,,,,,,,,,,,https://logo.clearbit.com/nattopharma.com,18,,,,,0a7a07b6-bc2e-34cc-b55a-ceca2e87b275,,
NAVA,0255,Healthcare,"Navamedic ASA, a pharmaceutical company, markets and sells pharmaceuticals and other health care products in Northern European region. The company's product portfolio includes generic, branded, and patented pharmaceuticals, as well as medical devices, food supplements, cosmetics, and other health care products. It also distributes medical nutrition products for various metabolic disorders, including phenylketonuria, homocystinuria, maple syrup urine disease, tyrosinemia type 1, MMA/PA, IVA, renal, MCT, low protein, single dose amino acids, glycogen storage disease, and ketogenic diet, as well as other products. In addition, the company sells consumer care products consisting of non-prescription drugs and health care products primarily through pharmacies and drugstores. It sells, markets, and distributes its products to hospitals, patients, and pharmacies. The company was formerly known as Glucomed AS and changed its name to Navamedic ASA in 2004. Navamedic ASA was founded in 2002 and is headquartered in Oslo, Norway.",Oslo,47 67 11 25 40,Norway,[],http://www.navamedic.com,1,Henrik Ibsens gate 90,,Drug Manufacturers—General,20.4,20.4,19.352158,,0,,21.4,,48602,,20.4,19.966177,,20.4,,48602,,,,,1271116800,0.347851,,,20.4,2,NOK,8.717519,21464,,,,315471520,,,20405,1.5855634,20.4,20.8,,491200,21464,25.5,,,,12.3415,20.8,False,,96200,21.4,OSL,NAVAMEDIC ASA,Navamedic ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAVA.OL,finmb_26201104,no_market,,1.108,,0.109,-35.091,0.37461674,,,,15166900,,,6.676,,,,1577750400,0.13567,-26384224,2.386,,,3.115638,0.61384,1640908800,1585612800,,,3819255,220400528,,,,,,,,,,,,,,https://logo.clearbit.com/navamedic.com,24,,,,,1874534f-9016-3c5f-9005-de69a6ce30f9,,
NSKOG,0213,,"Norske Skog ASA produces and sells newsprint and magazine paper primarily in Europe and Australasia. It operates through two segments, Publication Paper Europe, and Publication Paper Australasia. The company offers improved newsprint, super calandered, light-weight coated, and book and directory paper products. Its products are used in catalogues, inserts/flyers, supplements, free-sheets, directories, direct mail, and brochures. The company sells its products under brands, including Nornews, Norbright, NorX, Norstar, Norcote, NorSC, Norbook, Vantage, and Tasman Directory. It also exports its products to North America, Africa, the Middle East, and Asia. The company was founded in 1962 and is headquartered in Oslo, Norway. Norske Skog ASA is a subsidiary of NS Norway Holding AS.",Oslo,47 22 51 20 20,Norway,[],http://www.norskeskog.com,1,PB 294 SkOeyen,,,28.7,29,33.38813,0.21777003,0.6286,,29,,66727,,28.7,30.494286,6.25,29,,66727,,,,3.25,1587081600,,,,28.15,2,NOK,5.5480247,37618,,,,2363624960,,,148924,0.22204086,28.15,28.7,,,37618,45.05,,,,25.5,28.55,False,0.113199994,,29,OSL,NORSKE SKOG ASA,Norske Skog ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NSKOG.OL,finmb_283764576,no_market,,0.253,,0.040110003,2.425,Infinity,,,,82500000,,,60.812,,,,1577750400,0.20117001,427000000,5.164,,,0.4711241,0.66667,1640908800,1593475200,,,27535200,2696750080,,,,,,,,,,,,,,https://logo.clearbit.com/norskeskog.com,2300,,,,,fcefc0b9-bd00-3360-8fdf-d92e1a313c86,,
NOM,0250,Basic Materials,"Nordic Mining ASA, together with its subsidiaries, engages in the exploration, extraction, and production of industrial minerals and metals in Norway and internationally. The company primarily explores for rutile, garnet, quartz, lithium/lithium carbonate, and nickel deposits, as well as seabed massive sulfides and other seabed mineral deposits. Its flagship project is the EngebÃ¸ project located in the Naustdal in Sunnfjord municipality in Vestland county on the west coast of Norway. Nordic Mining ASA was founded in 2006 and is based in Oslo, Norway.",Oslo,47 22 94 77 90,Norway,[],http://www.nordicmining.com,1,Vika Atrium,47 22 94 77 91,Other Industrial Metals & Mining,2.33,2.33,2.0540218,,0,,2.33,,282899,,2.33,2.3535295,,2.33,,282899,,,,,,1.344367,,,2.27,4,NOK,,88591,,,,460156352,,,1049920,,2.27,2.33,,8417800,88591,3.8,-12.944444,,,1.25,2.3,False,,27355300,2.33,OSL,NORDIC MINING ASA,Nordic Mining ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOM.OL,finmb_27206332,no_market,,,,0,-5.246,0.121162415,,-0.18,,197492000,,,0.918,,,,1577750400,0.06196,-97241000,-0.616,,,2.5381262,0.19563,1640908800,1585612800,,,161222408,391439840,,1481155200,1:6,,,,,,,,,,,https://logo.clearbit.com/nordicmining.com,7,Entrance A 5th Floor Munkedamsveien 45,,,,f23ff91d-2d02-3d64-be44-2a1aa0e4e9fe,,
NKR,5058,Industrials,"Nekkar ASA operates in shipyard, drilling, and aqua cultural industries. The company offers shipyard solutions, including Syncrolift ship lifting systems used for the retrieval and launching of ships, as well as for launching concrete caissons, offshore structures, and wind farm equipment; and FastDocking products for the docking, launching, and repair operations of ships. It also offers equipment and upgrades, operator training, and spare parts; Intellilift for the offshore energy and other industries. The company was formerly known as TTS Group ASA and changed its name to Nekkar ASA in July 2019. Nekkar ASA founded in 1966 and is headquartered in Bergen, Norway.",Bergen,,Norway,[],http://www.nekkar.com,1,Solheimsgaten 16,,Specialty Industrial Machinery,3.74,3.74,2.8092754,1.0695187,8.6957,,3.89,,91167,,3.74,3.7052941,4,3.74,,91167,,,,4,1568937600,0.475609,,,3.67,4,NOK,1.8050193,38132,,,,394992608,,,269604,1.4815149,3.67,3.74,,,38132,7,,,,1.505,3.67,False,1.0811,,3.89,OSL,NEKKAR ASA,Nekkar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NKR.OL,finmb_884363,no_market,,0.563,,0.73452,4.258,-0.44510382,,,,105613000,,,2.059,,,,1577750400,0.13253,47717000,2.072,,,1.8164157,0.62224,1640908800,1577750400,,,42370002,150096288,,,,,,,,,,,,,,https://logo.clearbit.com/nekkar.com,50,entrance B,,,,185b0aea-df47-3f88-9093-af548aa196ba,,
NEXT,0164,Technology,"NEXT Biometrics Group ASA, through its subsidiaries, engages in the research, development, manufacture, and commercialization of fingerprint technology and products in Asia. The company offers fingerprint sensor modules and readers, and flexible biometric subassemblies, as well as software and hardware development kits for USB and SPI modules. Its products are used in smart card, government ID, access control, and notebook applications. The company sells its sensors to distributors of electronic components. NEXT Biometrics Group ASA is headquartered in Oslo, Norway.",Oslo,47 22 70 00 95,Norway,[],http://www.nextbiometrics.com,1,Universitetsgata 10,,Scientific & Technical Instruments,2.4,2.37,2.5602562,,0,,2.385,,280554,,2.4,2.1835883,,2.37,,280554,,,,,,2.897793,,,2.16,4,NOK,,269296,,,,175431776,,,758793,2.2659163,2.16,2.31,,110000,269296,6.35,-0.3786885,,,1.07,2.28,False,,12400,2.385,OSL,NEXT BIOMETRICS GR,NEXT Biometrics Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NEXT.OL,finmb_61572672,no_market,,0.671,,-2.03711,-0.352,-0.4216867,,-6.1,,75944496,,,2.402,,,,1577750400,0.03532,-157716992,-3.529,,,0.9616986,0.38145,1640908800,1585612800,,,32628954,51937380,,,,,,,,,,,,,,https://logo.clearbit.com/nextbiometrics.com,65,,,,,1140d622-f964-3ad8-bc48-278a028581e8,,
