ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
NHY,0240,Basic Materials,35000,"Norsk Hydro ASA operates as an integrated aluminum company worldwide. It operates through six segments: Bauxite & Alumina, Primary Metal, Metal Markets, Rolled Products, Extruded Solutions, and Energy. The Bauxite & Alumina segment engages in bauxite mining activities, production of alumina, and related commercial activities, primarily the sale of alumina. The Primary Metal segment is involved in the primary aluminum production, remelting, and casting activities. This segment principally offers extrusion, sheet, and standard ingots, as well as foundry alloys. The Metal Markets segment sells products from the company's primary metal plants; operates remelters; and trades in physical and financial metals. The Rolled Products segment operates rolling mills and a primary metal plant. This segment principally offers aluminum foils, strips, sheets, and lithographic plates for application in the packaging, automotive, building and general engineering, and transport industries, as well as for offset printing plates. The Extruded Solutions segment offers extrusion profiles, building systems, and precision tubing products for construction, automotive and heating, and ventilation and air conditioning sectors. The Energy segment owns and operates 26 hydroelectric power plants with an installed capacity of approximately 2,000 MW in Norway. Norsk Hydro ASA was founded in 1905 and is headquartered in Oslo, Norway.",Oslo,47 22 53 81 00,Norway,[],http://www.hydro.com,1,Drammensveien 260,Aluminum,27.97,27.94,25.55657,0.04469074,0,,28.74,,4571030,,27.97,27.250587,1.25,27.94,,4571030,,,,,1589241600,0.937862,,,27.84,2,NOK,5620557,,,,58007187456,,,6466814,0.40813342,27.84,28.54,,410000,5620557,36.41,7.6102147,,,19.135,28.53,False,,1100,28.74,OSL,NORSK HYDRO ASA,Norsk Hydro ASA,Europe/Oslo,CEST,True,7200000,EQUITY,NHY.OL,finmb_292387,no_market,,0.519,,-0.03373,7.33,,,3.72,,2048999936,,,36.912,,,,1577750400,0.29948,-4793999872,-2.341,,,0.76695925,0.34263,1640908800,1593475200,,,1339123950,73744187392,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/hydro.com,VÃ¦kerÃ¸,,47 22 53 27 25,,,,393ecc80-795c-3904-9f9c-8b2facbb321b,
NEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAS,1330,Industrials,9389,"Norwegian Air Shuttle ASA, together with its subsidiaries, provides scheduled and charter airline services in Norway and internationally. As of December 31, 2019, the company operated a total of 156 aircraft, whereas 65 owned and 101 leased aircrafts in approximately 500 routes to 150 destinations across Europe into North Africa, the Middle East, North America, South America, and South-East Asia. It is also involved in aircraft financing, leasing, and ownership activities; and commercial cargo activities, as well as handles crew services, airline operative support, administrative, ground handling services, and holiday packages through web portal. The company was founded in 1993 and is headquartered in Fornebu, Norway.",Fornebu,47 67 59 30 00,Norway,[],http://www.norwegian.com,1,OksenÃ¸yveien 3,Airlines,1.3675,1.388,9.525489,,0,,1.388,,60772419,,1.3675,2.351294,,1.388,,60772419,,,,,,1.308943,,,1.2775,4,NOK,30726005,,,,4716399616,,,50190361,0.10836842,1.2775,1.3005,,,30726005,48.17,,,,1.223,1.3,False,,,1.388,OSL,NORWEGIAN AIR SHUT,Norwegian Air Shuttle ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAS.OL,finmb_9002664,no_market,,1.423,,-0.03712,16.705,-0.95838404,,,,3628000000,,,25.074,,,,1577750400,0.28066,-1615399936,-12.63,,,0.051846534,0.10098,1640908800,1577750400,,,1738635491,61927010304,,,,,,,,,,,,,,https://logo.clearbit.com/norwegian.com,,,,,,,b01488e9-9c31-39e7-bf9d-d0da043e61bb,
NODL,HM 08,Energy,2,"Northern Drilling Ltd., a drilling contractor, focuses on acquiring and operating offshore drilling rigs for oil and gas industry. It owns two semi-submersible drilling rigs, as well as owns two drillships and an option to acquire a third drillship. The company was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.northerndrillingltd.com,1,Par La Ville Place,Oil & Gas Drilling,6.6,6.3,6.460912,,0,,6.59,,39210,,6.6,6.3544116,,6.3,,39210,,,,,,2.667612,,,6.3,2,NOK,24321,,,,105671152,,,99227,4.5681806,6.3,6.54,,0,24321,33.5,-24.259258,,,2.1,6.31,False,,0,6.59,OSL,NORTHERN DRILLING,Northern Drilling Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,NODL.OL,finmb_423276374,no_market,,3.631,,-0.77883005,,-0.78181815,,-0.27,,16133000,,,15.705,,,,1577750400,0.75004,-18016000,-0.182,,0.16599834,0.41706464,0.39400002,1640908800,1585612800,,,8754259,83991264,,,,,,,,,,,,,,https://logo.clearbit.com/northerndrillingltd.com,14th Par La Ville Road,,,,,,,
NOR,0158,Energy,29,"Norwegian Energy Company ASA, an oil and gas company, focuses on the exploration, development, and production of hydrocarbon resources in Norway, Denmark, and the United Kingdom. Its asset portfolio includes 4 production hubs and 11 producing fields on the Danish Continental Shelf. As of December 31, 2019, the company had proven and probable reserves of 209 million barrels of oil equivalent. Norwegian Energy Company ASA was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 33 60 00,Norway,[],http://www.noreco.com,1,Nedre Vollgate 1,Oil & Gas E&P,152,153,157.57591,,0,,155.5,,3629,,152,152.91176,,153,,3629,,,,,,0.279907,,,151,2,NOK,3976,,,,3676912128,,,17643,7.644308,151,154,,50000,3976,255,8.897317,,,105,152.5,False,,200100,155.5,OSL,NORWEGIAN ENERGY,Norwegian Energy Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOR.OL,finmb_24349084,no_market,,9.175,,0.43243,20.339,-0.29302323,,17.14,,24110900,,,28.22,,,,1577750400,0.13282,208000000,9.778,,,5.403969,0.026600001,1640908800,1585612800,,,5919351,4412972032,,1431648000,1:100,,,,,,,,,,,https://logo.clearbit.com/noreco.com,,15.596236,,,,,42d25bec-cf8f-30f3-a632-33cae79974f4,
NRC,1366,Industrials,1986,"NRC Group ASA, together with its subsidiaries, engages in the infrastructure business in Norway, Sweden, and Finland. It provides rail, metro, tram, harbor, and road related infrastructure services, including groundwork, specialized track work, safety, electro, telecom, and signaling systems, as well as project management, construction, maintenance, environment services, concrete works, and fibers. The company was formerly known as Blom ASA and changed its name to NRC Group ASA in May 2015. NRC Group ASA was founded in 2011 and is headquartered in Lysaker, Norway.",Lysaker,47 90 40 70 97,Norway,[],http://www.nrcgroup.com,1,Lysaker Torg 25,Railroads,33.95,34.2,30.824087,,0,,34.2,,34358,,33.95,33.017647,,34.2,,34358,,,,,1524182400,0.394308,,,30.9,2,NOK,252800,,,,2304515328,,,65887,0.36481166,30.9,32.2,,,252800,62.2,,,,18.8,32,False,,,34.2,OSL,NRC GROUP ASA,NRC Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NRC.OL,finmb_876360,no_market,,0.539,,-0.00602,32.106,-0.41965812,,,,72927696,,,38.059,,,,1577750400,0.34921002,-113000000,-0.682,,,0.83028984,0.20921,1640908800,1585612800,,,45703372,3403244800,,1384992000,1:100,,,,,,,,,,,https://logo.clearbit.com/nrcgroup.com,,,,,,,df5bdbf5-1f2a-37df-a179-697b4068de08,
NTS,7970,Consumer Defensive,,"NTS ASA, an integrated aquaculture company, engages in the aquaculture, well-boat, sea transport, and service boat businesses in Norway. The company produces salmon; provides well-boat shipping services; and transports fish and fish products by sea and land. It also supplies various safety systems for boats, fish farms, and land customers; and provides preparation, implementation, and maintenance services for management systems and security management systems. In addition, the company operates boat and ferry connections; and offers diving services and other services for the aquaculture and other sectors. It operates 15 connections, including 10 ferry connections, 4 fast ferry routes, and 1 local boat route, as well as 23 service vessels. The company was founded in 1879 and is based in Kolvereid, Norway.",Kolvereid,47 74 21 63 00,Norway,[],http://www.ntsasa.no,1,Sentrumsgata 6,Farm Products,70,70,66.485405,0.014285714,0.4688,,70,,2009,,70,70.04412,1,70,,2009,,,,1,1589414400,0.59069,,,69,2,NOK,554,,,,8229768192,,,3719,5.137318,69,70.5,,8300,554,80,10.900474,,1.26,46,69,False,0.0145000005,26300,70,OSL,NTS ASA,NTS ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NTS.OL,finmb_49125655,no_market,,4.919,,0.1451,16.249,0.17647064,,6.33,,119272000,,,37.542,,,,1577750400,0.029240001,232440992,3.195,,,1.8379415,0.93716,1640908800,1585612800,,,33225408,7879535616,,1407888000,10:1,,,-0.624,,,,,,,,https://logo.clearbit.com/ntsasa.no,,21.596245,,,,,da6d1bd3-2722-396e-b1c0-ae95d62aa10c,
NPRO,0250,Real Estate,51,"Norwegian Property ASA, a real estate investment company, acquires, develops, manages, and sells commercial real estate properties in Norway. Its properties primarily comprise office premises with associated warehousing and car parks, and retail and restaurant spaces. As of December 31, 2019, the company owned 28 office, commercial, and residential properties primarily in Oslo; and a development property at Forus in Stavanger. The company was incorporated in 2005 and is headquartered in Oslo, Norway. Norwegian Property ASA is a subsidiary of Geveran Trading Co Ltd.",Oslo,47 22 83 40 20,Norway,[],http://www.norwegianproperty.no,1,StÃ¸perigata 2,Real Estate Services,11.6,11.45,11.895474,0.0120689655,0.3443,,11.45,,23017,,11.6,11.741177,0.14,11.45,,23017,,,,0.28,1581379200,0.545876,,,11.3,2,NOK,8454,,,,5602655232,,,30809,2.9089592,11.3,11.4,,361700,8454,15.15,24.148937,,,9.24,11.35,False,0.0241,27100,11.45,OSL,NORWEGIAN PROPERTY,Norwegian Property ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NPRO.OL,finmb_27351416,no_market,,6.917,,0.16937,22.02,-0.008546948,,0.47,,493625984,,,16.064,,,,1577750400,0.20047002,326200000,0.648,,,0.70654887,0.80237997,1640908800,1593475200,,,84182909,13322056704,,,,,,,,,,,,,,https://logo.clearbit.com/norwegianproperty.no,,17.515432,,,,,1f0144b2-d8be-3c62-bd25-b181ac252aba,
OET,185 47,Industrials,,"Okeanis Eco Tankers Corp. owns, charters out, and operates tanker vessels. The company also offers commercial shipping services. It consists of three modern Aframax/LR2 tankers, four modern Suezmax tankers, and eight modern VLCC tankers. The company was founded in 2018 and is headquartered in Piraeus, Greece.",Piraeus,30 210 48 04 200,Greece,[],http://www.okeanisecotankers.com,1,Ethnarchou Makariou av,Marine Shipping,67.4,67.4,64.560585,0.0074183973,0,,68.6,,59986,,67.4,58.141174,0.5,67.4,,59986,,,,26.68,1597795200,,,,66.8,2,NOK,115087,,,,2220986624,,,51371,22.404612,66.8,68.4,,0,115087,118,,,,51,68.2,False,0.076,0,68.6,OSL,OKEANIS ECO TANKER,Okeanis Eco Tankers Corp.,Europe/Oslo,CEST,False,7200000,EQUITY,OET.OL,finmb_564610479,no_market,,30.223,,-0.0864,69.103,0.03692305,,,,32375900,,,12.406,,,,1577750400,0.24734,-8564631,-0.262,,,5.5295825,0.59776,1640908800,1593475200,,,8221540,2996031744,,,,,,,,,,,,,,https://logo.clearbit.com/okeanisecotankers.com,& 2 D. Falireos St N. Faliro,,30 210 48 18 210,,,,5369afda-0de1-3b10-a9fb-0a6ffa4f8b6f,
OKEA,7042,Energy,207,"OKEA ASA, an oil and gas company, engages in the development and production of oil and gas in the Norwegian continental shelf. It holds interests 44.56% in Draugen, 12% in GjÃ¸a, and 0.55% in Ivar Aasen licenses. The company was founded in 2015 and is headquartered in Trondheim, Norway.",Trondheim,47 73 52 52 22,Norway,[],http://okea.no,1,Ferjemannsveien 10,Oil & Gas E&P,8.8,8.8,9.999125,,0,,8.8,,32232,,8.8,9.108824,,8.8,,32232,,,,,,,,,8.5,2,NOK,47531,,,,881525824,,,73345,0.3275612,8.5,8.6,,,47531,21,,,,5.7,8.56,False,,,8.8,OSL,OKEA ASA,OKEA ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OKEA.OL,finmb_312629283,no_market,,1.04,,-0.31458,1.879,-0.56650245,,,,102503000,,,8.781,,,,1577750400,0.01676,-846585984,-8.663,,,0.97938734,0.8319,1640908800,1585612800,,,24737990,2797695232,,,,,,,,,,,,,,https://logo.clearbit.com/okea.no,,,,,,,c252c57e-328d-3858-89e6-237abaed1554,
OTS,1366,Industrials,12,"Oceanteam ASA operates as an offshore shipping company in Mexico, Latin America, West Africa, and the Asia-Pacific. It operates through Oceanteam Shipping and Oceanteam Solutions segments. The company owns, charters, and manages two deep water offshore construction support vessels, and two fast support vessels (FSVs). It also provides equipment for offshore cable laying, umbilical installations, on and offshore cable storage, and cable transportation; and designs and engineers platforms and infrastructures for the oil and gas and renewables industry. In addition, the company rents tensioners, turntables, and reels. It serves oil and gas, offshore renewables, and civil engineering sectors. The company was formerly known as Oceanteam Shipping ASA and changed its name to Oceanteam ASA in December 2015. Oceanteam ASA was founded in 2005 and is headquartered in Bergen, Norway.",Bergen,47 55 10 82 40,Norway,[],http://www.oceanteam.nl,1,STRANDVEIEN 15,Marine Shipping,3.13,3.16,3.3076642,,0,,3.16,,37752,,3.13,2.9008822,,3.16,,37752,,,,,,1.334494,,,3,4,NOK,31450,,,,106055024,,,12625,6.6789484,3,3.1,,150100,31450,8.51005,,,,2.5,3,False,,135600,3.16,OSL,OCEANTEAM ASA,Oceanteam ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OTS.OL,finmb_27340700,no_market,,9.852,,0.0085,27.92,-0.5104816,,,,34211300,,,1.752,,,,1577750400,0.12597999,-815000,0.004,,0.16599834,1.7694063,0.047470003,1640908800,1577750400,,,32036792,156434912,,1574812800,1:23,,,,,,,,,,,https://logo.clearbit.com/oceanteam.nl,Lysaker,774.99994,47 55 10 82 49,,,,db06849e-c583-3ebb-b6fd-a8075052f557,
OBSERV,0255,Healthcare,7,"Observe Medical ASA develops and markets medical technology products for patients, healthcare professionals, and hospitals in Europe and the United States. The company offers Sippi, a digital urine measuring system that automatically delivers data to electronic patient journal systems. It also develops Sippcoat, a technology that hampers the formation of biofilms in urine collection and drainage systems. The company was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://observemedical.com,1,Henrik Ibsensgate 90,Medical Devices,15.35,15.9,12.794527,,0,,15.9,,32262,,15.35,14.8,,15.9,,32262,,,,,,,,,14,2,NOK,30250,,,,287617280,,,23306,1583.9962,14,14.8,,,30250,20.5,,,,5.902,14.7,False,,,15.9,OSL,OBSERVE MEDICAL,Observe Medical ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OBSERV.OL,finmb_638427790,no_market,,1410.756,,0,-17.54,Infinity,,,,19433600,,,0.954,,,,1577750400,0.11623,-13250616,-0.864,,,15.513627,0.77686,1640908800,1585612800,,,5984410,256160896,,,,,,,,,,,,,,https://logo.clearbit.com/observemedical.com,,,,,,,25009432-ca8b-3b95-8eba-cd40c626353f,
ODFB,5892,Industrials,2383,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1,Conrad Mohrs veg 29,Marine Shipping,20.6,20.6,21.669342,0.008883495,0,,20.6,,1366,,20.6,20.641176,0.183,20.6,,1366,,,,,1525824000,0.462253,,,20.6,2,NOK,1212,,,,1658808960,,,3711,1.8548707,20.6,20.6,,48200,1212,32,,,,17.6,20.2,False,,11100,20.6,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000,EQUITY,ODFB.OL,finmb_876111,no_market,,3.24,,-0.02856,19.31,,,,,18756200,,,6.516,,,,1577750400,0.16443,-25544000,-0.325,,,3.161449,0.37213,1640908800,1585612800,,,28257135,2897196032,,1115337600,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,PO Box 6101 Postterminalen,,,,,,6f0652f8-e4f0-30e5-8467-e4e06c0208bc,
NOFI,1364,Financial Services,85,"Norwegian Finans Holding ASA, through its subsidiary, Bank Norwegian AS, provides various digital banking products and services to retail customers in Norway, Finland, Sweden, and Denmark. It offers deposit accounts, installment loans, and credit cards through Internet. The company also provides a combined credit card and reward card in cooperation with the airline Norwegian. Norwegian Finans Holding ASA was founded in 2007 and is based in Fornebu, Norway.",Fornebu,,Norway,[],http://www.banknorwegian.no/OmOss/InvestorRelations,1,SnarÃ¸yveien 36,Banks—Regional,71.4,71.2,64.93227,0.044537816,0,,71.2,,607422,,71.4,70.675,3.18,71.2,,607422,,,,,1588204800,1.537746,,,69.5,2,NOK,649655,,,,13152662528,,,393704,3.3466065,69.5,70.7,,795000,649655,102.8,6.584112,,,32.24,70.4,False,,50000,71.2,OSL,NORWEGIAN FIN HLDG,Norwegian Finans Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOFI.OL,finmb_47733558,no_market,,4.706,,0.50071996,,0.044623256,,10.7,,186695008,,,55.746,,,,1577750400,0.33036998,1967918976,10.571,,,1.2637678,0.32112998,1640908800,1593475200,,,105417332,18494224384,,,,,,0.219,,,,,,,,https://logo.clearbit.com/banknorwegian.no,,6.664459,,,,,2047ec1b-f1d8-3fc2-aae8-a0e1b730c021,
OCY,1366,Industrials,17,"Ocean Yield ASA, a ship owning company, invests in vessels on long-term charters in Norway. It operates through FPSO, Other Oil Service, Car Carriers, Container Vessels, Tankers, and Other Shipping segments. The company has a portfolio of 69 vessels in 8 various shipping segments chartered to counterparties that operate within shipping and oil-service. Ocean Yield ASA was founded in 2012 and is headquartered in Lysaker, Norway.",Lysaker,47 24 13 00 00,Norway,[],http://www.oceanyield.no,1,OksenOeyveien 10,Marine Shipping,22.7,22.9,26.814234,0.021233479,,,23.1,,291934,,22.7,22.736765,0.482,22.9,,291934,,,,4.5,1594598400,1.147502,,,22.6,2,NOK,209153,,,,3984753408,,,452785,13.674514,22.6,22.8,,,209153,56.7,,,11.03,19.8,22.7,False,0.19540001,,23.1,OSL,OCEAN YIELD ASA,Ocean Yield ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OCY.OL,finmb_212437935,no_market,,19.85,,-0.13520999,23.561,-0.5540275,,0.67,,175154000,,,4.644,,,,1577750400,0.13294,-57400000,-0.279,,,4.898794,0.63466,1640908800,1593475200,,,63943066,5784221696,,,,,,2.135,,,,,,,,https://logo.clearbit.com/oceanyield.no,,,,,,,1b0c54d8-27d9-3009-a939-c558d4c1845e,
ODF,5892,Industrials,2383,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1,Conrad Mohrs veg 29,Marine Shipping,21.2,21.2,21.99708,0.008632075,0,,21.2,,17299,,21.2,21.117647,0.183,21.2,,17299,,,,,1525824000,0.462253,,,21.2,2,NOK,250,,,,1658808832,,,13099,1.8548704,21.2,21.2,,24000,250,32,-106,,,17.1,21,False,,49000,21.2,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000,EQUITY,ODF.OL,finmb_876111,no_market,,3.292,,-0.02856,19.625,-0.13469386,,-0.2,,60020300,,,6.516,,,,1577750400,0.077800006,-25544000,-0.325,,,3.25353,0.58329,1640908800,1585612800,,,28257135,2944462080,,1115337600,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,PO Box 6101 Postterminalen,,,,,,f54342aa-4fe6-3305-a76c-1f4294859ae0,
OLT,0105,Real Estate,,"Olav Thon Eiendomsselskap ASA engages in the property rental business in Norway and Sweden. The company is also involved in the property development and management business. As of December 31, 2019, it had 77 shopping centers comprising 16 managed for external owners. The company was founded in 1982 and is based in Oslo, Norway.",Oslo,47 23 08 00 00,Norway,[],http://www.olt.no,1,Stenersgata 2,Real Estate—Development,160,161,141.51167,0.0275,,,161,,8303,,160,149.14706,4.4,161,,8303,,,,,1590105600,1.010452,,,158.5,2,NOK,4802,,,,16424245248,,,10559,4.3531,158.5,159,,35400,4802,189.6,11.76689,,1.67,85.9,158.5,False,,7900,161,OSL,OLAV THON EIENDOMS,Olav Thon Eiendomsselskap ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OLT.OL,finmb_4469432,no_market,,10.706,,-0.15001,16.838,0.114206076,,13.47,,103623000,,,245.515,,,,1577750400,0.12808,-566000000,-5.591,,,0.6455817,0.78239995,1640908800,1593475200,,,26845655,40395272192,,1402444800,10:1,,,-0.156,,,,,,,,https://logo.clearbit.com/olt.no,Sentrum PO Box 489,,,,,,da99422c-f097-30ea-83ca-8d1ecdffe75c,
NOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTELLO,0401,Communication Services,624,"Otello Corporation ASA develops, produces, and sells software and associated services in the areas of mobile advertising, apps, and games. The company operates through AdColony (Mobile Advertising) and Bemobi (Apps & Games) segments. The AdColony (Mobile Advertising) segment provides end-to-end mobile advertising platforms for brands, agencies, publishers, and application developers to deliver advertising to consumers on mobile devices. It delivers interactive and engaging advertising experiences across various mobile formats. The Bemobi (Apps & Games) segment offers Apps Club, a subscription-based discovery service for mobile apps in Latin America and internationally. The Apps Club offers a subscription service for Android apps. Its proprietary app-wrapping technology allows smartphone users access to use mobile apps on fee. The company also licenses Rocket Optimizer technology. It primarily operates in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company was formerly known as Opera Software ASA and changed its name to Otello Corporation ASA in January 2018. Otello Corporation ASA was founded in 1995 and is based in Oslo, Norway.",Oslo,47 91 90 91 45,Norway,[],http://www.otellocorp.com,1,Gjerdrums vei 19,Advertising Agencies,15.25,15.5,13.186643,,0,,15.5,,344507,,15.25,12.779411,,15.5,,344507,,,,,1481846400,0.58943,,,14.95,2,NOK,228691,,,,2056477056,,,156244,8.393784,14.95,15.05,,0,228691,18.1,-299,,,8.02,14.95,False,,0,15.5,OSL,OTELLO CORP ASA,Otello Corporation ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OTELLO.OL,finmb_532001,no_market,,8.395,,-0.022449998,-857.034,,,-0.05,,137556992,,,2.215,,,,1577750400,0.29569,-5500000,-0.041,,,6.749436,0.13856,1640908800,1585612800,,,74244697,2056882688,,,,,,,,,,,,,,https://logo.clearbit.com/otellocorp.com,PO Box 4214 Nydalen,,,,,,8bf320db-cd5f-39ca-84c1-4cb951f5a19a,
NRS,7414,Consumer Defensive,175,"Norway Royal Salmon ASA produces, harvests, sells, and markets smolt and salmon products in Norway. The company offers fresh and frozen fish, round fish, fillet, portions, and smoked and marinated products. It also exports its products. Norway Royal Salmon ASA was founded in 1992 and is based in Trondheim, Norway.",Trondheim,47 73 92 43 00,Norway,[],http://www.norwayroyalsalmon.com,1,Ferjemannsveien 10,Farm Products,229.2,229.2,223.4322,0.010794067,0.6852,,231,,15681,,229.2,227.89412,2.474,229.2,,15681,,,,2.47,1591315200,0.002903,,,223.8,2,NOK,19311,,,,9802653696,,,28443,1.8254428,223.8,229.4,,131900,19311,254,12.345945,,2.14,170.5,229.2,False,0.0108,42600,231,OSL,NORWAY ROYAL SALMO,Norway Royal Salmon AS,Europe/Oslo,CEST,False,7200000,EQUITY,NRS.OL,finmb_22969855,no_market,,1.943,,0.22389999,26.062,0.12573671,,18.5,,42918800,,,76.735,,,,1577750400,0.14016,265951008,27.112,,,2.9764774,0.66208,1640908800,1585612800,,,13882894,10436262912,,1591315200,1:1,,,-0.73,,,,,,,,https://logo.clearbit.com/norwayroyalsalmon.com,PO Box 2608 Sentrum,8.424314,47 73 92 43 01,,,,1b90c6b5-4c27-3a46-8643-3d5116213df5,
