ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,fax,trailingPE,state,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
INFRNT,0250,Technology,"Infront ASA provides market data and trading solutions for financial professionals primarily in Europe. The company operates Infront Solutions and Terminal; Vwd Group; and News and Other segments. Its Infront terminal products, which offer real-time market data, trading, news, and analytics for financial market participants. The company also provides data and feed, portfolio management and advisory, and regulatory compliance, as well as publication and distribution solutions. Infront ASA was founded in 1998 and is headquartered in Oslo, Norway.",Oslo,47 23 31 00 30,Norway,[],http://www.infrontfinance.com,1,Munkedamsveien 45,Software—Application,,19.55,19.55,20.003262,0.023017904,0,,19.85,,17870,,19.55,21.157143,0.45,19.55,,17870,,,,,1557705600,0.753799,,,19.5,2,NOK,6861,,,,861994176,,,18897,,19.5,19.85,,0,6861,27.8,17.566372,,,14,19.5,False,,0,19.85,OSL,INFRONT ASA,Infront ASA,Europe/Oslo,CEST,False,7200000,EQUITY,INFRNT.OL,finmb_3576983,no_market,,,,-0.14101,,,,1.13,,43425400,,,5.655,,,,1577750400,0.41184,,0.636,,,3.5101678,0.33511,1640908800,1593475200,,,28877450,848966400,,,,,,,,,,,,,,,https://logo.clearbit.com/infrontfinance.com,508,,31.210693,,,,,33f4b7eb-0964-32c2-8aa7-81983ec2d850
LSG,5006,Consumer Defensive,"LerÃ¸y Seafood Group ASA produces, processes, markets, and distributes fresh, frozen, and smoked seafood products worldwide. It operates through Farming; Wildcatch; and Value-Added Processing, Sales and Distribution segments. The company offers smoked and gravad salmon and trout products; farmed and wild catch whole fishes, fillets, and portions; ready to eat and ready to cook products; fish blocks an cubes; breaded products; pre-fried fish burgers and patties; crustaceans and molluscs; seaweed; and other products. LerÃ¸y Seafood Group ASA markets its products primarily under the Norway Seafoods, Arctic Supreme, Fjord trout, Aurora Salmon, Sea Eagle, LerÃ¸y, and Maer brands to retailers, restaurants, canteens, and hotels. The company was founded in 1899 and is headquartered in Bergen, Norway. LerÃ¸y Seafood Group ASA is a subsidiary of Austevoll Seafood ASA.",Bergen,47 55 21 36 50,Norway,[],http://www.leroyseafood.com,1,ThormOehlens gate 51 B,Packaged Foods,,52.24,52.3,54.78,0.028713629,0.71769994,,53.52,,665188,,52.24,54.670284,1.5,52.3,,665188,,,,1.5,1590624000,0.051724,,,52.2,2,NOK,272390,,,,31869874176,,,631359,1.5654935,52.2,53.54,,32900,272390,64.1,8.716613,,2.92,46.32,53.52,False,0.0287,28100,53.52,OSL,LEROY SEAFOOD GROU,Lerøy Seafood Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,LSG.OL,finmb_2381904,no_market,,1.8,,0.06112,14.914,,,6.14,,595475968,,,27.844,,,,1577750400,0.28412,1244316032,2.088,,,1.9221376,0.52698004,1640908800,1593475200,,,281511241,36639592448,,1495584000,10:1,,,,-0.384,,,,,,,,https://logo.clearbit.com/leroyseafood.com,4371,,25.632183,,,,,320289ce-6624-3ae2-a009-c1262ca9bd3a
KVAER,1360,Energy,"KvÃ¦rner ASA provides engineering, procurement, and construction (EPC) services for offshore platforms, onshore plants, floating production units, and renewable energy solutions in Norway, Europe, Canada, and internationally. The company executes contracts of oil and gas steel jacket substructures and jackets; and EPC delivery of topsides for offshore oil and gas platforms, as well as on floating oil and gas installations. It also offers marine concrete structures for oil and gas field developments; fixed and floating substructures, as well as converter platforms for offshore wind developments; and front-end development services. In addition, the company engages in the project management, design, engineering, procurement, construction, installation, and hook-up of onshore oil and gas projects; marine operations; and decommissioning of offshore oil and gas installations, as well as provision of an unmanned wellhead platform for tieback solutions. Further, it is involved in the cold forming, prefabrication, and welding of pipes comprising risers, riser tools and special riser joints, riser and tools refurbishment, subsea flow loops and flow control modules, modular process/system skids, high pressure manifolds, piping spools production, and minor steel and aluminum structures, as well as modification and maintenance services. KvÃ¦rner AS has a strategic collaboration agreement with Nel ASA. The company was incorporated in 2011 and is headquartered in Oslo, Norway.",Oslo,47 21 08 90 00,Norway,[],http://www.kvaerner.com,1,SnarÃ¸yveien 20,Oil & Gas Equipment & Services,Fornebu,8.41,8.41,7.4243116,0.059453033,0,,8.59,,1185778,,8.41,7.7491426,0.5,8.41,,1185778,,,,,1585094400,1.376231,,,8.4,2,NOK,418022,,,,2266237184,,,1310211,0.26232636,8.4,8.43,,280000,418022,13.48,12.217392,,,5.5,8.43,False,,721400,8.59,OSL,KVAERNER ASA,Kværner ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KVAER.OL,finmb_129571087,no_market,,0.073,,0.0081,3.142,,,0.69,,268830016,,,12.487,,,,1577750400,0.34179002,77000000,0.261,,,0.6751021,0.4352,1640908800,1593475200,,,114136327,628494144,,,,,,,0.217,,,,,,,,https://logo.clearbit.com/kvaerner.com,2802,47 21 08 99 99,32.29885,,,,,dfb1ddda-e317-319f-9f27-4570c8d41a23
LSTSB-ME,2000,Financial Services,"LillestrÃ¸m Sparebank provides various banking products and services for private and business customers. It offers accounts; savings and pensions products; and insurance products, such as children, auto, death fall, health, buildings, holiday home, property, income, critical health, disability, UNG, liability, operational agriculture, landlord, cyber, customer's, craft, collective accident, commercial, taxi, trailer, personal, travel, poultry, home, and occupational injuries insurance products. The company also provides construction, corporate, and car loans, as well as mortgages, loans to other vehicles, and small loans and refinancing products. In addition, it offers bank cards, credit, VPPS, mobile and online banking, and other services. LillestrÃ¸m Sparebank was founded in 1887 and is based in LillestrÃ¸m, Norway.",LillestrÃ¸m,47 63 80 42 00,Norway,[],http://www.lillestrombanken.no,1,Torvet 5,Banks—Regional,,135,130,123.884056,0.06222222,,,130,,126,,135,135.2,8.4,130,,126,,,,6.4,1584662400,0.595595,,,130,2,NOK,40,,,,130000000,,,71,0.7009107,130,134,,,40,145,,,,105,128,False,0.0471,,130,OSL,LILLESTROM SPAREBA,Lillestrøm Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,LSTSB-ME.OL,finmb_36849988,no_market,,13.922,,0.40394002,,,,,,1000000,,,1068.88,,,,1577750400,0.04389,74920000,74.92,,,0.12162263,0,1640908800,1593475200,,,524910,2582178048,,,,,,,-0.362,,,,,,,,https://logo.clearbit.com/lillestrombanken.no,46,,1.7351842,,,,,ebb8e595-2ce2-31a4-b6e4-d6b56d00c450
MNTR-ME,5059,Industrials,"Mintra Holding AS, through its subsidiaries, provides on-demand digital learning and enterprise human capital management (HCM) software solutions for safety-critical industries worldwide. It delivers services covering human resources (HR), competence management, and training to customers in various business environments. The company offers OCS HR, a suite of software covering HR, crewing, and payroll needs of shipping and offshore companies; OCS HR Self-Service solution that connects employees directly to the HR-system; OCS HR Payroll, which enables payroll processes and handles various currencies and payrolls; OCS HR Crew On Board, a tool that enables personnel on board vessels and installations to manage its crew and crew related data with synchronization to onshore systems; and TRAININGPORTAL, a learning management system, which includes a competence management system. It also provides Publisher, a web based solution where scriptwriters, subject matter experts, reference groups, and media developers could collaborate through an user interface on the development of e-Learning content; Lesson Learned, an application that enables learning from unwanted incidents across companies and industries; and Virtual Classrooms, which are an alternative to face-to-face training. In addition, the company offers payroll outsourcing services; OCS and TRAININGPORTAL consultancy, OCS HR course, competence management, content production, and support services; and online maritime, oil and gas, construction, renewable energy, and International Minimum Industry Safety Training Standard, as well as Standards of Training, Certification and Watchkeeping courses. It serves the energy, maritime, construction, fishing, and wind energy industries. The company is headquartered in Bergen, Norway.",Bergen,47 24 15 55 00,Norway,[],http://www.mintragroup.com,1,FjÃ¸sangerveien 50D,Staffing & Employment Services,,7.85,7.85,7.8516665,,,,8.2,,5444951,,7.85,7.8516665,,7.85,,5444951,,,,,,,,,7.85,2,NOK,646913,,,,,,,5444951,,7.85,8.2,,,646913,8.9,,,,7.33,8.17,False,,,8.2,OSL,MINTRA HOLDING AS,Mintra Holding AS,Europe/Oslo,CEST,False,7200000,EQUITY,MNTR-ME.OL,finmb_687732996,no_market,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/mintragroup.com,,,,,,,,29fc22ad-e841-3ec0-9a25-befc27f56d1c
NISB-ME,7540,Financial Services,"Nidaros Sparebank, a savings bank, provides loans, savings, insurance, pension products, and payment services for private and corporate customers in Norway. The company offers payment and card services, and mobile and online banking services; and car loans, mortgages, and loans to other vehicles; and savings and pensions, as well as investor services. It also provides bank guarantees, construction loans, overdrafts, leasing, and corporate loans; and children, auto, death fall, health, building, home, property, income, critical illness, disability, UNG, liability, agriculture, commercial vehicle, craft, lice, breeding and crew, staff, travel, and injuries insurance. The company was founded in 1858 and is based in KlÃ¦bu, Norway.",KlÃ¦bu,47 72 83 00 00,Norway,[],http://nidaros-sparebank.no,1,Nordalsvegen 2,Banks—Regional,,98,99,111.04348,0.05622449,0.2293,,99,,397,,98,100.37143,5.51,99,,397,,,,5.51,1583452800,,,,98,2,NOK,280,,,,110522440,,,201,1.2263103,98,105,,,280,130,,,,92,93,False,0.0592,,99,OSL,NIDAROS SPAREBANK,Nidaros Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,NISB-ME.OL,finmb_213538882,no_market,,,,0.30091998,,,,,,1127780,,,421.29,,,,1577750400,,27121000,19.501,,,0.23261885,,1640908800,1593475200,,,,,,,,,,,0.581,,,,,,,,https://logo.clearbit.com/nidaros-sparebank.no,,,5.0253835,,,,,8380deb5-13e1-3a0f-8f92-109b5d0c617c
MOWI,5035,Consumer Defensive,"Mowi ASA, a seafood company, produces and supplies farmed salmon products worldwide. The company operates through three segments: Feed, Farming, and Sales and Marketing. It is involved in the salmon feed production, salmon farming and primary processing, and seafood secondary processing activities. The company offers whole gutted fish, including Label Rouge and organic salmon; and white fish and other seafood products, as well as fillets, steaks, cutlets, portions, loins, kebabs, and steak combos. It also provides value added products, such as breaded, pre-fried, dusted, marinated, grilled, battered, topped, filled with sauce, delicatessen, fresh fish ready meal, and smoked fish products. The company offers its products under the Pieters, The Irish Organic Salmon Company, Rebel Fish, Sterling, Olav's, Supreme Salmon, Ducktrap River, Kritsen, Donegal Silver, Harbour Salmon, Appeti'Marine, Mowi, Laschinger, and Admiral's brands. The company was formerly known as Marine Harvest ASA and changed its name to Mowi ASA in December 2018. Mowi ASA was founded in 1965 and is headquartered in Bergen, Norway.",Bergen,47 21 56 23 00,Norway,[],http://www.mowi.com,1,Sandviksboder 77A/B,Farm Products,,168.95,168.95,175.56885,0.0072151525,3.4717002,,172.6,,1484709,,168.95,171.43715,1.219,168.95,,1484709,,,,10.4,1582243200,0.397783,,,167.55,2,NOK,585927,,,,89201647616,,,1296747,,167.55,172.6,,0,585927,236.3,10.959339,,,145.55,172.55,False,0.062,0,172.6,OSL,MOWI ASA,Mowi ASA,Europe/Oslo,CEST,True,7200000,EQUITY,MOWI.OL,finmb_884283,no_market,,,,0.02981,,,,15.74,,517111008,,,5.576,,,,1577750400,0.47289002,,0.932,,,30.936153,0.14667,1640908800,1593475200,,,441266407,87365918720,,1390262400,1:10,,,,-0.629,,,,,,,,https://logo.clearbit.com/mowi.com,15000,,185.08585,,,,,e82e3736-c20b-3973-829e-ba59a3914e2d
MRCEL-ME,0277,Technology,"Mercell Holding AS provides software platform for public e-tendering and procurement in the Nordic region. The company's software enables easy compliance with EU regulations for public buyers that are required by law to publish tenders through an e-tendering platform. Its two-sided SaaS marketplace platform also caters to the needs of the supply side and facilitates interaction between buyers and suppliers. The company also offers tender consulting services. Mercell Holding AS was founded in 1999 and is headquartered in Oslo, Norway.",Oslo,47 21 01 88 00,Norway,[],http://www.mercell.com,1,Askekroken 11,Software—Application,,11.55,11.55,9.5475235,,0,,11.6,,87393,,11.55,10.735657,,11.55,,87393,,,,,,,,,10.804,2,NOK,124609,,,,3144243200,,,381871,13.584076,10.804,11.15,,,124609,14.4,,,,7.4,10.9,False,,,11.6,OSL,MERCELL HOLDING AS,Mercell Holding AS,Europe/Oslo,CEST,False,7200000,EQUITY,MRCEL-ME.OL,finmb_254089355,no_market,,15.673,,-0.47236001,-205.541,,,,,289792000,,,0.103,,,,1577750400,,-109334488,-0.49,,,105.339806,,1640908800,1593475200,,,109541498,3627709184,,,,,,,,,,,,,,,https://logo.clearbit.com/mercell.com,275,,,,,,,345d8233-c554-328e-9966-89a297fb5c37
MULTI,0276,Industrials,"Multiconsult ASA provides engineering design, consultancy, and architecture services in the Norway and internationally. It offers multidisciplinary consultancy, design, planning, project supervision, project management, geotechnical site survey, verification and control, analysis and due diligence, environmental and HSE, river basin management, and hydrometry and hydrological field work services to the building and property, industry, oil and gas, renewable energy, rail transport, water and environment, and cities and society sectors. The company was founded in 1908 and is headquartered in Oslo, Norway.",Oslo,47 21 58 50 00,Norway,[],http://www.multiconsultgroup.com,1,Nedre SkOeyen vei 2,Engineering & Construction,,94,94,66.76232,0.015957447,0,,94.5,,25947,,94,87.22857,1.5,94,,25947,,,,,1556236800,1.171798,,,93,2,NOK,14196,,,,2543448576,,,16166,0.7124131,93,94.5,,300000,14196,97,17.729832,,,39,94,False,,144600,94.5,OSL,MULTICONSULT AS,Multiconsult ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MULTI.OL,finmb_23022550,no_market,,0.925,,0.04144,11.064,,,5.33,,26914800,,,27.733,,,,1577750400,0.30993998,147943008,5.488,,,3.4074929,0.37431,1640908800,1593475200,,,18657568,3301936640,,,,,,,,,,,,,,,https://logo.clearbit.com/multiconsultgroup.com,2931,,17.219389,,,,,05537a25-7b1f-3614-92b7-a5ea96bd46e1
MELG,7224,Financial Services,"Melhus Sparebank, a savings bank, provides various banking products and services to companies, agriculture customers, and private individuals in Norway. The company offers savings accounts; car loans, mortgages, and payment services; loans for other vehicles; and banking and bank cards. It also provides various insurance products, including auto, health, buildings, property, UNG, and income insurance; savings and pension products; payment services; and online and mobile banking services. The company operates through branch offices in central Trondheim, Heimdal, Ler, and Korsvegen. Melhus Sparebank was founded in 1840 and is headquartered in Melhus, Norway.",Melhus,,Norway,[],http://www.melhusbanken.no,1,Melhusvegen 439,Banks—Regional,,141,140,132.77536,0.07092199,0.8237,,141,,1467,,141,140.45714,10,140,,1467,,,,10,1583452800,0.133004,,,140,2,NOK,2978,,,,391447008,,,522,1.8284056,140,141,,39000,2978,150,12.051282,,7.17,120,140,False,0.0709,39000,141,OSL,MELHUS SPAREBANK,Melhus Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,MELG.OL,finmb_8952942,no_market,,6.54,,0.41884997,,,,11.7,,2776220,,,379.276,,,,1577750400,0.05159,35976000,12.159,,,0.37176093,0.40271,1640908800,1593475200,,,2647714,1400224768,,,,,,,-0.103,,,,,,,,https://logo.clearbit.com/melhusbanken.no,51,,11.596348,,,,,48b41af4-8c0c-3734-ac3b-e365976127fe
NATTO,0283,Healthcare,"NattoPharma ASA engages in the research and development of vitamin K2 for applications in the marketplace for nutritional supplements and enriched foods. The company's flagship brand is MenaQ7, a vitamin K2 for bone and cardiovascular health. It also provides marketing and sales support services. The company has a partnership agreement with KD Nutra to create a cardiovascular-support ingredient that combines KD Nutra's KD-PÃ¼R high concentrate omega-3s with the company's MenaQ7 PharmaPure MK-7. NattoPharma ASA was founded in 2004 and is headquartered in Oslo, Norway.",Oslo,47 40 00 90 08,Norway,[],http://www.nattopharma.com,1,Lilleakerveien 2B,Drug Manufacturers—Specialty & Generic,,18,18,14.834783,,0,,18,,22068,,18,17.925714,,18,,22068,,,,,,0.854064,,,17.6,2,NOK,105287,,,,345730560,,,47291,1.9869685,17.6,17.8,,180100,105287,22,-252.85715,,,5.35,17.7,False,,39300,18,OSL,NATTOPHARMA ASA,NattoPharma ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NATTO.OL,finmb_35560724,no_market,,2.054,,0.11958,18.664,,,-0.07,,19532800,,,6.652,,,,1577750400,0.00302,20807000,1.092,,,2.660854,0.64835,1640908800,1593475200,,,5411950,357449216,,1320278400,1:100,,,,,,,,,,,,https://logo.clearbit.com/nattopharma.com,18,,16.208792,,,,,0a7a07b6-bc2e-34cc-b55a-ceca2e87b275
NKR,5058,Industrials,"Nekkar ASA operates in shipyard, drilling, and aqua cultural industries. The company offers shipyard solutions, including Syncrolift ship lifting systems used for the retrieval and launching of ships, as well as for launching concrete caissons, offshore structures, and wind farm equipment; and FastDocking products for the docking, launching, and repair operations of ships. It also offers equipment and upgrades, operator training, and spare parts; Intellilift for the offshore energy and other industries. The company was formerly known as TTS Group ASA and changed its name to Nekkar ASA in July 2019. Nekkar ASA founded in 1966 and is headquartered in Bergen, Norway.",Bergen,,Norway,[],http://www.nekkar.com,1,Solheimsgaten 16,Specialty Industrial Machinery,entrance B,5.8,5.7,3.4569566,0.6896551,7.8431,,5.98,,594037,,5.8,4.4028573,4,5.7,,594037,,,,,1568937600,0.346674,,,5.3,2,NOK,756264,,,,608330880,,,355688,2.0770156,5.3,5.76,,,756264,6,,,,1.505,5.74,False,,,5.98,OSL,NEKKAR ASA,Nekkar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NKR.OL,finmb_884363,no_market,,1.275,,0.54097,10.304,,,,,105613000,,,2.069,,,,1577750400,0.13253,59944000,1.534,,,2.7839537,0.62224,1640908800,1593475200,,,42370002,373296992,,,,,,,-0.985,,,,,,,,https://logo.clearbit.com/nekkar.com,50,,3.7548892,,,,,185b0aea-df47-3f88-9093-af548aa196ba
NOM,0250,Basic Materials,"Nordic Mining ASA, together with its subsidiaries, engages in the exploration, extraction, and production of industrial minerals and metals in Norway and internationally. The company primarily explores for rutile, garnet, quartz, lithium/lithium carbonate, and nickel deposits, as well as seabed massive sulfides and other seabed mineral deposits. Its flagship project is the EngebÃ¸ project located in the Naustdal in Sunnfjord municipality in Vestland county on the west coast of Norway. Nordic Mining ASA was founded in 2006 and is based in Oslo, Norway.",Oslo,47 22 94 77 90,Norway,[],http://www.nordicmining.com,1,Vika Atrium,Other Industrial Metals & Mining,Entrance A 5th Floor Munkedamsveien 45,2.01,2.04,2.0447826,,0,,2.04,,300957,,2.01,2.1281428,,2.04,,300957,,,,,,1.165024,,,1.975,4,NOK,417098,,,,394984000,,,418177,,1.975,2,,8417800,417098,3.8,-11.111111,,,1.25,1.98,False,,27355300,2.04,OSL,NORDIC MINING ASA,Nordic Mining ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOM.OL,finmb_27206332,no_market,,,,0,-5.515,,,-0.18,,197492000,,,0.855,,,,1577750400,0.06196,-89159000,-0.512,,,2.3391812,0.19563,1640908800,1593475200,,,161222408,339900448,,1481155200,1:6,,,,,,,,,,,,https://logo.clearbit.com/nordicmining.com,7,47 22 94 77 91,,,,,,f23ff91d-2d02-3d64-be44-2a1aa0e4e9fe
MGN,0277,Energy,"Magnora ASA operates in the offshore oil and gas market in Norway and the United Kingdom. It primarily focuses on managing the Dana Western Isles and Shell Penguins FPSO license agreements. It serves oil companies and marine contractors. It also focuses on developing wind projects. The company was formerly known as Sevan Marine ASA and changed its name to Magnora ASA in October 2018. Magnora ASA was founded in 2001 and is based in Oslo, Norway.",Oslo,,Norway,[],http://magnoraasa.com,1,Karenlyst Alle 2,Oil & Gas Equipment & Services,,24,24.3,11.2499275,,0.5319,,25.5,,269448,,24,18.551428,,24.3,,269448,,,,0.33,1595203200,0.93165,,,24,2,NOK,383397,,,,1287142400,,,362326,38.76935,24,24.6,,0,383397,26,,,,6.15,24.2,False,0.0143,0,25.5,OSL,MAGNORA ASA,Magnora ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MGN.OL,finmb_13575280,no_market,,35.918,,0.73794997,,,,,,52586700,,,2.056,,,,1577750400,0.31302,24500000,0.462,,,11.770429,0.44072,1640908800,1593475200,,,23449262,1192471808,,1322697600,1:100,,,,4.261,,,,,,,,https://logo.clearbit.com/magnoraasa.com,2,,52.38095,,,,,58ddaa6a-3d57-3aa2-a70e-15537e71d8b2
MSEIS,1366,Energy,"Magseis Fairfield ASA, a geophysical survey company, engages in the marine seismic operations and seismic related activities. The company provides ocean bottom seismic (OBS) acquisition services to clients using its proprietary Marine Autonomous Seismic System (MASS) that includes ultra-compact 4C sensor capsules, automated handling systems, and data downloads. Its MASS acquisition system allows operating in water depths from 0 to 3,000 meters. The company also provides MASS cable system that enables acquisition in areas with seabed obstructions, various seabed topographies, and deployment in deeper water depths; MASS Modular, a mobile OBS system; and MASS reservoir monitoring services for seismic monitoring. It operates in Norway, Malaysia, Singapore, Red Sea, Sweden, Russia, Mexico, Indonesia, and the United States. The company was formerly known as Magseis ASA. Magseis Fairfield ASA was founded in 2009 and is headquartered in Lysaker, Norway.",Lysaker,47 23 36 80 20,Norway,[],http://magseisfairfield.com,1,Strandveien 50,Oil & Gas Equipment & Services,,1.366,1.342,1.4508333,,0,,1.4,,641632,,1.366,1.3703429,,1.342,,641632,,,,,,2.061576,,,1.34,4,NOK,1822777,,,,360140864,,,1078099,1.1745818,1.34,1.374,,200000,1822777,10.15,3.2142859,,,0.75,1.35,False,,13800,1.4,OSL,MAGSEIS FAIRFIELD,Magseis Fairfield ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MSEIS.OL,finmb_225611681,no_market,,1.169,,-0.53818,23.358,,,0.42,,266771008,,,0.736,,,,1577750400,0.24371,-165012000,-0.778,,,1.8342391,0.2464,1640908800,1593475200,,,205525399,358494624,,,,,,,,,,,,,,,https://logo.clearbit.com/magseisfairfield.com,344,,,,,,,26ba13b8-fe98-37d5-923b-c52c699871c9
NEXT,0164,Technology,"NEXT Biometrics Group ASA, through its subsidiaries, engages in the research, development, manufacture, and commercialization of fingerprint technology and products in Asia. The company offers fingerprint sensor modules and readers, and flexible biometric subassemblies, as well as software and hardware development kits for USB and SPI modules. Its products are used in smart card, government ID, access control, and notebook applications. The company sells its sensors to distributors of electronic components. NEXT Biometrics Group ASA is headquartered in Oslo, Norway.",Oslo,47 22 70 00 95,Norway,[],http://www.nextbiometrics.com,1,Universitetsgata 10,Scientific & Technical Instruments,,2.29,2.285,2.3350062,,0,,2.285,,540225,,2.29,2.2416573,,2.285,,540225,,,,,,2.780172,,,2.23,4,NOK,147508,,,,171634560,,,897760,2.8151581,2.23,2.28,,110000,147508,5.44,-0.3704918,,,1.07,2.25,False,,12400,2.285,OSL,NEXT BIOMETRICS GR,NEXT Biometrics Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NEXT.OL,finmb_61572672,no_market,,1.426,,-2.54588,-0.637,,,-6.1,,75944496,,,1.603,,,,1577750400,0.03532,-155216992,-3.561,,,1.4098564,0.38145,1640908800,1593475200,,,57720849,86912880,,,,,,,,,,,,,,,https://logo.clearbit.com/nextbiometrics.com,33,,,,,,,1140d622-f964-3ad8-bc48-278a028581e8
NAVA,0255,Healthcare,"Navamedic ASA, a pharmaceutical company, markets and sells pharmaceuticals and other health care products in Northern European region. The company's product portfolio includes generic, branded, and patented pharmaceuticals, as well as medical devices, food supplements, cosmetics, and other health care products. It also distributes medical nutrition products for various metabolic disorders, including phenylketonuria, homocystinuria, maple syrup urine disease, tyrosinemia type 1, MMA/PA, IVA, renal, MCT, low protein, single dose amino acids, glycogen storage disease, and ketogenic diet, as well as other products. In addition, the company sells consumer care products consisting of non-prescription drugs and health care products primarily through pharmacies and drugstores. It sells, markets, and distributes its products to hospitals, patients, and pharmacies. The company was formerly known as Glucomed AS and changed its name to Navamedic ASA in 2004. Navamedic ASA was founded in 2002 and is headquartered in Oslo, Norway.",Oslo,47 67 11 25 40,Norway,[],http://www.navamedic.com,1,Henrik Ibsens gate 90,Drug Manufacturers—General,,18.7,18.9,19.83777,,0,,18.9,,6751,,18.7,19.595715,,18.9,,6751,,,,,1271116800,0.328201,,,18.85,2,NOK,2611,,,,285896064,,,14642,1.474619,18.85,18.9,,491200,2611,25.5,,,,13.55,18.65,False,,96200,18.9,OSL,NAVAMEDIC ASA,Navamedic ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAVA.OL,finmb_26201104,no_market,,1.225,,0.13793999,-25.708,,,,,15166900,,,9.607,,,,1577750400,0.13567,-24425224,2.274,,,1.9621109,0.61384,1640908800,1593475200,,,4709704,237462704,,,,,,,,,,,,,,,https://logo.clearbit.com/navamedic.com,24,,8.289358,,,,,1874534f-9016-3c5f-9005-de69a6ce30f9
MPCC,0250,Industrials,"MPC Container Ships ASA owns and operates a portfolio of container ships. It focuses on the feeder vessels between 1,000 and 3,000 TEU. The company was incorporated in 2017 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.mpc-container.com,1,Munkedamsveien 45,Marine Shipping,,2.73,2.75,5.924058,,0,,2.84,,881240,,2.73,2.6402857,,2.75,,881240,,,,,,0.547539,,,2.72,4,NOK,266521,,,,1102934016,,,1451012,6.2879996,2.72,2.8,,0,266521,23.3,8.235294,,,1.69,2.78,False,,0,2.84,OSL,MPC CONTAIN SHIPS,MPC Container Ships ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MPCC.OL,finmb_427614703,no_market,,2.928,,-0.30722,29.535,,,0.34,,393904992,,,4.234,,,,1577750400,0.54237,-53887000,-0.607,,,0.6613131,0.20036,1640908800,1593475200,,,73393688,513651680,,,,,,,,,,,,,,,https://logo.clearbit.com/mpc-container.com,20,,,,,,,539e7654-6def-3085-b2ea-284d32d0bb7b
