ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
MELG,Melhus Sparebank,Equity certificates,137.0,137.0,139.0,5,LP,380.23,-0.0144,-0.0144,0.0074,0.0436,0.1963,7224,Financial Services,,"Melhus Sparebank, a savings bank, provides various banking products and services to companies, agriculture customers, and private individuals in Norway. The company offers savings accounts; car loans, mortgages, and payment services; loans for other vehicles; and banking and bank cards. It also provides various insurance products, including auto, health, buildings, property, UNG, and income insurance; savings and pension products; payment services; and online and mobile banking services. The company operates through branch offices in central Trondheim, Heimdal, Ler, and Korsvegen. Melhus Sparebank was founded in 1840 and is headquartered in Melhus, Norway.",Melhus,,Norway,[],http://www.melhusbanken.no,1.0,Melhusvegen 439,Banks—Regional,139.0,139.0,132.04346999999999,0.07194245,0.77760005,,139.0,,272.0,,139.0,135.97058,10.0,139.0,,272.0,,,,10.0,1583452800.0,,,,137.0,2.0,NOK,148.0,,,,380342144.0,,,462.0,1.7765278000000002,137.0,139.0,,39000.0,148.0,150.0,11.709402,,7.18,120.0,137.0,False,0.0719,39000.0,139.0,OSL,MELHUS SPAREBANK,Melhus Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,MELG.OL,finmb_8952942,no_market,,9.417,,0.41884997,,0.120967746,,11.7,,2776220.0,,,143.59,,,,1577750400.0,0.05159,32100000.0,10.158,,,0.95410544,0.40271,1640908800.0,1593475200.0,,,4502301.0,2016190336.0,,,,,,-0.10300000000000001,,,,,,,,https://logo.clearbit.com/melhusbanken.no,,13.486907,,,,,48b41af4-8c0c-3734-ac3b-e365976127fe,
MRCEL-ME,Mercell Holding,Information technology,8.25,8.26,8.35,124,,2390.79,0.0443,0.0577,-0.0061,,,0277,Technology,187.0,"Mercell Holding AS provides software platform for public e-tendering and procurement in the Nordic region. The company's software enables easy compliance with EU regulations for public buyers that are required by law to publish tenders through an e-tendering platform. Its two-sided SaaS marketplace platform also caters to the needs of the supply side and facilitates interaction between buyers and suppliers. The company also offers tender consulting services. Mercell Holding AS was founded in 1999 and is headquartered in Oslo, Norway.",Oslo,47 21 01 88 00,Norway,[],http://www.mercell.com,1.0,Askekroken 11,Software—Application,7.9,8.2,8.001769,,0.0,,8.4,,113579.0,,7.9,8.001769,,8.2,,113579.0,,,,,,,,,8.1,2.0,NOK,722223.0,,,,2390784000.0,,,673484.0,14.414624,8.1,8.35,,,722223.0,8.8,,,,7.4,8.26,False,,,8.4,OSL,MERCELL HOLDING AS,Mercell Holding AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,MRCEL-ME.OL,finmb_254089355,no_market,,10.620999999999999,,-0.3549,258.35200000000003,,,,,289792000.0,,,0.466,,,,1577750400.0,,-58862548.0,-0.264,,,17.703863000000002,,1640908800.0,,,,93786083.0,1761555072.0,,,,,,,,,,,,,,https://logo.clearbit.com/mercell.com,,,,,,,345d8233-c554-328e-9966-89a297fb5c37,
MOWI,Mowi,Consumer staples,182.35,182.3,182.35,1774,,94295.21,-0.0052,0.0593,0.0501,-0.1916,-0.1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPCC,MPC Container Ships,Industrials,2.49,2.42,2.49,24,LP,890.19,0.0163,0.1801,-0.0812,-0.8487,-0.8498,0250,Industrials,20.0,"MPC Container Ships ASA owns and operates a portfolio of container ships. It focuses on the feeder vessels between 1,000 and 3,000 TEU. The company was incorporated in 2017 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.mpc-container.com,1.0,Munkedamsveien 45,Marine Shipping,2.45,2.45,9.311377,,0.0,,2.5,,487078.0,,2.45,3.22,,2.45,,487078.0,,,,,,0.805787,,,2.41,4.0,NOK,85046.0,,,,890187456.0,,,545217.0,4.8347697,2.41,2.49,,0.0,85046.0,24.5,7.3235292,,,1.765,2.42,False,,0.0,2.5,OSL,MPC CONTAIN SHIPS,MPC Container Ships ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MPCC.OL,finmb_427614703,no_market,,2.5860000000000003,,-0.23218000000000003,19.109,-0.87990195,,0.34,,357504992.0,,,4.427,,,,1577750400.0,0.54237,-42749000.0,-0.503,,,0.5624576,0.20035999999999998,1640908800.0,1585612800.0,,,77648659.0,476115168.0,,,,,,,,,,,,,,https://logo.clearbit.com/mpc-container.com,,,,,,,539e7654-6def-3085-b2ea-284d32d0bb7b,
MULTI,Multiconsult,Industrials,70.0,68.0,71.0,19,,1880.93,0.0145,0.0526,0.0526,-0.0278,0.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPA,Napatech,Information technology,9.99,9.91,9.99,266,,829.74,-0.0504,0.35729999999999995,0.491,1.1392,6.8353,2860,Technology,81.0,"Napatech A/S provides reconfigurable computing solutions for network performance and cybersecurity applications worldwide. It provides Link Capture Software that enables packet capture with nanosecond timestamping and replay with precise inter-frame gap control; Link Virtualization Software that offloads and accelerates the Open vSwitch (OVS) dataplane to enhance CPU efficiency, scalability and network performance; and Link Programmable, which enables end users and OEMs to deploy FPGA IP on SmartNIC platform. The company also offers FPGA SmartNICs that captures data from networks enabling real-time insight into network traffic; and FPGA Cloud Crypto, a cryptography engine that provides technology demonstration and playground for users to learn, experiment, and adapt use cases for FPGA-based crypto offload. It also provides solutions for telecom operators, cloud and data center service providers, and infrastructure and defense, as well as cyber security, financial services, and network management industries. The company was founded in 2003 and is headquartered in Copenhagen, Denmark.",Copenhagen,45 45 96 15 00,Denmark,[],http://www.napatech.com,1.0,Tobaksvejen 23 A,Communication Equipment,10.52,10.6,4.6289489999999995,,0.0,,10.9,,689120.0,,10.52,6.6223529999999995,,10.6,,689120.0,,,,,,0.425087,,,9.82,2.0,NOK,361776.0,,,,829743424.0,,,235628.0,,9.82,9.99,,99400.0,361776.0,10.9,,,,1.1,9.91,False,,30200.0,10.9,OSL,NAPATECH A/S,Napatech A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,NAPA.OL,finmb_8539253,no_market,,,,0.0241,,7.218750999999999,,,,83057400.0,,,0.397,,,,1577750400.0,0.50098,,-0.862,,,25.163726999999998,0.27607,1640908800.0,1593475200.0,,,39399983.0,873875328.0,,1461542400.0,4:1,,,,,,,,,,,https://logo.clearbit.com/napatech.com,Soeborg,,,,,,77ae3d22-1352-3a37-bd31-8bfb96439299,
NATTO,NattoPharma,Consumer staples,19.0,18.8,19.0,12,LP,371.12,0.0,0.0983,0.0106,1.5333,0.8447,0283,Healthcare,18.0,"NattoPharma ASA engages in the research and development of vitamin K2 for applications in the marketplace for nutritional supplements and enriched foods. The company's flagship brand is MenaQ7, a vitamin K2 for bone and cardiovascular health. It also provides marketing and sales support services. The company has a partnership agreement with KD Nutra to create a cardiovascular-support ingredient that combines KD Nutra's KD-PÃ¼R high concentrate omega-3s with the company's MenaQ7 PharmaPure MK-7. NattoPharma ASA was founded in 2004 and is headquartered in Oslo, Norway.",Oslo,47 40 00 90 08,Norway,[],http://www.nattopharma.com,1.0,Lilleakerveien 2B,Drug Manufacturers—Specialty & Generic,19.0,19.0,12.171014999999999,,0.0,,19.0,,42269.0,,19.0,18.144117,,19.0,,42269.0,,,,,,1.003484,,,18.6,2.0,NOK,12092.0,,,,371123200.0,,,85167.0,2.132892,18.6,19.0,,180100.0,12092.0,22.0,-271.42856,,,5.35,18.8,False,,39300.0,19.0,OSL,NATTOPHARMA ASA,NattoPharma ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NATTO.OL,finmb_35560724,no_market,,2.167,,0.11957999999999999,19.683,,,-0.07,,19532800.0,,,6.652,,,,1577750400.0,0.00302,20807000.0,1.092,,,2.856284,0.64835,1640908800.0,1593475200.0,,,5864720.0,376982016.0,,1320278400.0,1:100,,,,,,,,,,,https://logo.clearbit.com/nattopharma.com,,17.399267000000002,,,,,0a7a07b6-bc2e-34cc-b55a-ceca2e87b275,
NAVA,Navamedic,Health care,21.1,21.1,21.4,6,,320.02,-0.014,0.0096,0.1105,0.1418,0.5858,0255,Healthcare,24.0,"Navamedic ASA, a pharmaceutical company, markets and sells pharmaceuticals and other health care products in Northern European region. The company's product portfolio includes generic, branded, and patented pharmaceuticals, as well as medical devices, food supplements, cosmetics, and other health care products. It also distributes medical nutrition products for various metabolic disorders, including phenylketonuria, homocystinuria, maple syrup urine disease, tyrosinemia type 1, MMA/PA, IVA, renal, MCT, low protein, single dose amino acids, glycogen storage disease, and ketogenic diet, as well as other products. In addition, the company sells consumer care products consisting of non-prescription drugs and health care products primarily through pharmacies and drugstores. It sells, markets, and distributes its products to hospitals, patients, and pharmacies. The company was formerly known as Glucomed AS and changed its name to Navamedic ASA in 2004. Navamedic ASA was founded in 2002 and is headquartered in Oslo, Norway.",Oslo,47 67 11 25 40,Norway,[],http://www.navamedic.com,1.0,Henrik Ibsens gate 90,Drug Manufacturers—General,21.4,21.5,19.446404,,0.0,,21.5,,13719.0,,21.4,20.036764,,21.5,,13719.0,,,,,1271116800.0,0.347851,,,21.0,2.0,NOK,36119.0,,,,320021600.0,,,17146.0,1.6084322,21.0,21.4,,491200.0,36119.0,25.5,,,,13.55,21.1,False,,96200.0,21.5,OSL,NAVAMEDIC ASA,Navamedic ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NAVA.OL,finmb_26201104,no_market,,1.167,,0.109,-36.981,0.5043514,,,,15166900.0,,,6.676,,,,1577750400.0,0.13567,-26384224.0,2.386,,,3.1605752000000003,0.6138399999999999,1640908800.0,1585612800.0,,,3819255.0,232268208.0,,,,,,,,,,,,,,https://logo.clearbit.com/navamedic.com,,8.843253,,,,,1874534f-9016-3c5f-9005-de69a6ce30f9,
NKR,Nekkar,Industrials,3.84,3.77,3.84,8,,405.56,-0.0154,0.0521,0.0667,0.8732,0.4163,5058,Industrials,50.0,"Nekkar ASA operates in shipyard, drilling, and aqua cultural industries. The company offers shipyard solutions, including Syncrolift ship lifting systems used for the retrieval and launching of ships, as well as for launching concrete caissons, offshore structures, and wind farm equipment; and FastDocking products for the docking, launching, and repair operations of ships. It also offers equipment and upgrades, operator training, and spare parts; Intellilift for the offshore energy and other industries. The company was formerly known as TTS Group ASA and changed its name to Nekkar ASA in July 2019. Nekkar ASA founded in 1966 and is headquartered in Bergen, Norway.",Bergen,,Norway,[],http://www.nekkar.com,1.0,Solheimsgaten 16,Specialty Industrial Machinery,3.9,3.81,2.8692752999999995,1.025641,8.6957,,3.84,,179591.0,,3.9,3.7064705,4.0,3.81,,179591.0,,,,4.0,1568937600.0,0.475609,,,3.8,4.0,NOK,26433.0,,,,405553920.0,,,247204.0,1.5211276000000002,3.8,3.84,,,26433.0,7.0,,,,1.505,3.77,False,1.0204,,3.84,OSL,NEKKAR ASA,Nekkar ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NKR.OL,finmb_884363,no_market,,0.626,,0.73452,4.737,-0.40548778,,,,105613000.0,,,2.059,,,,1577750400.0,0.13253,47717000.0,2.072,,,1.8649830000000003,0.62224,1640908800.0,1577750400.0,,,42370002.0,166994432.0,,,,,,,,,,,,,,https://logo.clearbit.com/nekkar.com,entrance B,1.8532817,,,,,185b0aea-df47-3f88-9093-af548aa196ba,
NEL,NEL,Industrials,18.68,18.67,18.68,1253,,26177.97,-0.0037,0.0581,-0.14,1.1624,1.9157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXT,NEXT Biometrics Group,Information technology,2.25,2.25,2.28,109,,170.5,0.059,0.0067,0.1903,-0.3408,-0.4067,0164,Technology,65.0,"NEXT Biometrics Group ASA, through its subsidiaries, engages in the research, development, manufacture, and commercialization of fingerprint technology and products in Asia. The company offers fingerprint sensor modules and readers, and flexible biometric subassemblies, as well as software and hardware development kits for USB and SPI modules. Its products are used in smart card, government ID, access control, and notebook applications. The company sells its sensors to distributors of electronic components. NEXT Biometrics Group ASA is headquartered in Oslo, Norway.",Oslo,47 22 70 00 95,Norway,[],http://www.nextbiometrics.com,1.0,Universitetsgata 10,Scientific & Technical Instruments,2.12,2.16,2.5009346000000003,,0.0,,2.3,,730570.0,,2.12,2.1737354,,2.16,,730570.0,,,,,,2.897793,,,2.05,4.0,NOK,664646.0,,,,170495392.0,,,642938.0,2.202157,2.05,2.275,,110000.0,664646.0,6.35,-0.36803278,,,1.07,2.245,False,,12400.0,2.3,OSL,NEXT BIOMETRICS GR,NEXT Biometrics Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NEXT.OL,finmb_61572672,no_market,,0.516,,-2.0371099999999998,-0.27,-0.47000003,,-6.1,,75944496.0,,,2.4019999999999997,,,,1577750400.0,0.03532,-157716992.0,-3.529,,,0.9346378000000001,0.38145,1640908800.0,1585612800.0,,,32628954.0,39916820.0,,,,,,,,,,,,,,https://logo.clearbit.com/nextbiometrics.com,,,,,,,1140d622-f964-3ad8-bc48-278a028581e8,
NISB-ME,Nidaros Sparebank,Equity certificates,105.0,101.0,105.0,0,LP,117.5,,,,-0.02,0.0258,7540,Financial Services,,"Nidaros Sparebank, a savings bank, provides loans, savings, insurance, pension products, and payment services for private and corporate customers in Norway. The company offers payment and card services, and mobile and online banking services; and car loans, mortgages, and loans to other vehicles; and savings and pensions, as well as investor services. It also provides bank guarantees, construction loans, overdrafts, leasing, and corporate loans; and children, auto, death fall, health, building, home, property, income, critical illness, disability, UNG, liability, agriculture, commercial vehicle, craft, lice, breeding and crew, staff, travel, and injuries insurance. The company was founded in 1858 and is based in KlÃ¦bu, Norway.",KlÃ¦bu,47 72 83 00 00,Norway,[],http://nidaros-sparebank.no,1.0,Nordalsvegen 2,Banks—Regional,105.0,105.0,117.13043,0.052476194000000004,0.2824,,105.0,,109.0,,105.0,110.23528999999999,5.51,105.0,,109.0,,,,5.51,1583452800.0,,,,105.0,2.0,NOK,250.0,,,,118416896.0,,,138.0,1.3983219999999998,105.0,130.0,,,250.0,130.0,,,,105.0,100.0,False,0.0525,,105.0,OSL,NIDAROS SPAREBANK,Nidaros Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,NISB-ME.OL,finmb_213538882,no_market,,10.956,,0.25988,,,,,,1127780.0,,,421.29,,,,1577750400.0,,22008000.0,19.500999999999998,,,0.24923448,,1640908800.0,1585612800.0,,,,927825984.0,,,,,,,,,,,,,,https://logo.clearbit.com/nidaros-sparebank.no,,5.3843393,,,,,8380deb5-13e1-3a0f-8f92-109b5d0c617c,
NORBIT,NORBIT,Information technology,17.0,17.0,17.1,12,LP,965.38,0.0,0.12960000000000002,0.1806,-0.1332,-0.2463,7041,Technology,246.0,"Norbit ASA provides technology products and solutions in Norway and internationally. The company offers monitoring and detection services for maritime, and offshore oil and gas projects; consultancy services; sensors and systems for monitoring, detection, and reporting tasks; and SeaCOP software system for monitoring, detection, and emergency response for maritime and offshore operations. Its products include DSRC 2G, a short range communication device; VTM 745, a DSRC module for enforcement in GNSS based tolling; connectivity modules for smart tachographs; desktop readers; road side units; and reclosable fasteners. In addition, the company is involved in the provision of electronic manufacturing services, such as pure circuit board assembly, cable and wire harness, and fabrication of products and systems; and original design manufacturing services under the NORBIT brand. Norbit ASA was founded in 1980 and is headquartered in Trondheim, Norway.",Trondheim,47 73 98 25 50,Norway,[],http://www.norbit.com,1.0,Stiklestadveien 1,Scientific & Technical Instruments,17.0,17.15,15.694609,0.01764706,0.0,,17.15,,68110.0,,17.0,15.098529999999998,0.3,17.15,,68110.0,,,,0.6,1588636800.0,,,,16.65,2.0,NOK,3201.0,,,,965377280.0,,,41193.0,1.5162556999999999,16.65,17.1,,,3201.0,23.5,,,,12.6,17.0,False,0.0349,,17.15,OSL,NORBIT ASA,Norbit ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NORBIT.OL,finmb_618424565,no_market,,1.598,,0.09295,9.701,-0.26086956,,,,56786900.0,,,7.791,,,,1577750400.0,0.14749,59182000.0,1.042,,,2.1820049999999998,0.54075,1640908800.0,1593475200.0,,,25260525.0,1017353600.0,,,,,,19.211,,,,,,,,https://logo.clearbit.com/norbit.com,,16.31478,,,,,4640b786-3211-395e-b406-24cdb3c10b51,
NOM,Nordic Mining,Materials,2.48,2.41,2.48,46,,489.78,0.0206,0.069,0.0206,0.1806,0.25780000000000003,0250,Basic Materials,7.0,"Nordic Mining ASA, together with its subsidiaries, engages in the exploration, extraction, and production of industrial minerals and metals in Norway and internationally. The company primarily explores for rutile, garnet, quartz, lithium/lithium carbonate, and nickel deposits, as well as seabed massive sulfides and other seabed mineral deposits. Its flagship project is the EngebÃ¸ project located in the Naustdal in Sunnfjord municipality in Vestland county on the west coast of Norway. Nordic Mining ASA was founded in 2006 and is based in Oslo, Norway.",Oslo,47 22 94 77 90,Norway,[],http://www.nordicmining.com,1.0,Vika Atrium,Other Industrial Metals & Mining,2.43,2.45,2.0258334,,0.0,,2.48,,358994.0,,2.43,2.3408822999999996,,2.45,,358994.0,,,,,,1.344367,,,2.4,4.0,NOK,130584.0,,,,489780160.0,,,1019110.0,,2.4,2.48,,,130584.0,3.8,,,,1.25,2.41,False,,,2.48,OSL,NORDIC MINING ASA,Nordic Mining ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NOM.OL,finmb_27206332,no_market,,,,0.0,-5.511,0.16928113,,,,197492000.0,,,0.9179999999999999,,,,1577750400.0,0.06196,-97241000.0,-0.616,,,2.7015252,0.19563,1640908800.0,1585612800.0,,,161222408.0,411188992.0,,1481155200.0,1:6,,,,,,,,,,,https://logo.clearbit.com/nordicmining.com,Entrance A 5th Floor Munkedamsveien 45,,47 22 94 77 91,,,,f23ff91d-2d02-3d64-be44-2a1aa0e4e9fe,
NANO,Nordic Nanovector,Health care,26.4,26.3,26.4,71,,1746.68,-0.0142,-0.0098,0.2828,-0.16820000000000002,-0.1787,0884,Healthcare,43.0,"Nordic Nanovector ASA, a biopharmaceutical company, develops and commercializes therapeutics for haematological cancers. The company's lead product candidate is Betalutin, an antibody-radionuclide-conjugate, which has completed Phase I/IIa clinical trial for the treatment of patients with non-hodgkin lymphoma, a life-threatening blood cancer. Nordic Nanovector ASA has collaboration agreements with Paul Scherrer Institute; Areva Med; LegoChemBio; and Heidelberg Pharma. The company was formerly known as Nordic Nanovector AS and changed its name to Nordic Nanovector ASA in 2014. Nordic Nanovector ASA was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,47 22 18 33 01,Norway,[],http://www.nordicnanovector.com,1.0,KjelsÃ¥sveien 168 B,Biotechnology,26.78,26.8,19.83849,,0.0,,27.0,,365737.0,,26.78,22.460588,,26.8,,365737.0,,,,,,0.9994190000000001,,,26.2,2.0,NOK,34529.0,,,,1746674176.0,,,400927.0,,26.2,26.38,,10000.0,34529.0,40.0,-3.316583,,,9.57,26.3,False,,100000.0,27.0,OSL,NORDIC NANOVECTOR,Nordic Nanovector ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NANO.OL,finmb_117497706,no_market,,,,0.0,-2.9530000000000003,,,-7.96,,66161900.0,,,4.362,,,,1577750400.0,0.24163,-435830016.0,-7.274,,,6.0522695,0.14242,1640908800.0,1585612800.0,,,51454245.0,1391087232.0,,,,,,,,,,,,,,https://logo.clearbit.com/nordicnanovector.com,,,47 22 58 00 07,,,,00442fdb-da3e-3712-821e-59d32a59825e,
NOD,Nordic Semiconductor,Information technology,95.05,94.9,95.05,331,,16891.62,0.016,0.0485,0.0894,0.7065,1.3751,7052,Technology,822.0,"Nordic Semiconductor ASA, a fabless semiconductor company, designs, develops, and sells integrated circuits and related solutions for short and long range wireless communication in Europe, the Americas, and the Asia/Pacific. The company specializes in ultra-low power components, based on its proprietary 2.4 GHz RF, Bluetooth low energy, and LTE-M and NB- Internet of Things (IoT); and develops long power cellular IoT. It also provides Bluetooth 5 solutions; low power cellular devices for the IoT; and Bluetooth 5.1 solutions for direction finding applications. In addition, the company offers Zigbee 3.0 IoT solutions; Thread solution for low-power IEEE 802.15.4 devices; nRF52 and nRF51 series system-on-chips, and nRF5 software development kits; ANT, a proprietary ultra-low power wireless solution for battery operated products; and application specific integrated circuits and related consulting services. Further, it provides software for system development, communication stacks, and application layer software, as well as development tools for desktops, mobiles, and clouds. The company's products are used in various applications, such as audio and music, automotives, beacons, computer peripherals, connected health and homes, education, industrial automation, LED lightings, logistics and transport, retail and payment, sports and fitness, toys and gaming, virtual reality and augmented reality products, mobile phone accessories, and consumer electronics, as well as wearables, including connected watches, jewelry, proximity tags, and smart clothes and apparels. Nordic Semiconductor ASA was founded in 1983 and is headquartered in Trondheim, Norway.",Trondheim,47 72 89 89 00,Norway,[],http://www.nordicsemi.com,1.0,Otto Nielsens veg 12,Semiconductor Equipment & Materials,93.55,94.4,64.03551,,0.0,,95.25,,294885.0,,93.55,87.28529,,94.4,,294885.0,,,,,1308268800.0,1.4529610000000002,,,93.8,2.0,NOK,79002.0,,,,16891620352.0,,,468728.0,52.135918,93.8,94.95,,96500.0,79002.0,96.2,1188.1251,,,31.48,94.9,False,,581300.0,95.25,OSL,NORDIC SEMICONDUCT,Nordic Semiconductor ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NOD.OL,finmb_884166,no_market,,50.775,,0.04478,581.381,1.2750487,,0.08,,177712992.0,,,1.371,,,,1577750400.0,0.55627996,14507000.0,0.083,,,69.32896,0.13182001,1640908800.0,1593475200.0,,,171036252.0,16450749440.0,,,,,,0.5,,,,,,,,https://logo.clearbit.com/nordicsemi.com,,1145.1808,,,,,61ea7640-f972-397d-be57-4173fa2df326,
NHY,Norsk Hydro,Materials,27.99,27.98,28.0,646,,57355.0,0.0004,0.0145,-0.011,-0.14279999999999998,0.0562,0240,Basic Materials,35000.0,"Norsk Hydro ASA operates as an integrated aluminum company worldwide. It operates through six segments: Bauxite & Alumina, Primary Metal, Metal Markets, Rolled Products, Extruded Solutions, and Energy. The Bauxite & Alumina segment engages in bauxite mining activities, production of alumina, and related commercial activities, primarily the sale of alumina. The Primary Metal segment is involved in the primary aluminum production, remelting, and casting activities. This segment principally offers extrusion, sheet, and standard ingots, as well as foundry alloys. The Metal Markets segment sells products from the company's primary metal plants; operates remelters; and trades in physical and financial metals. The Rolled Products segment operates rolling mills and a primary metal plant. This segment principally offers aluminum foils, strips, sheets, and lithographic plates for application in the packaging, automotive, building and general engineering, and transport industries, as well as for offset printing plates. The Extruded Solutions segment offers extrusion profiles, building systems, and precision tubing products for construction, automotive and heating, and ventilation and air conditioning sectors. The Energy segment owns and operates 26 hydroelectric power plants with an installed capacity of approximately 2,000 MW in Norway. Norsk Hydro ASA was founded in 1905 and is headquartered in Oslo, Norway.",Oslo,47 22 53 81 00,Norway,[],http://www.hydro.com,1.0,Drammensveien 260,Aluminum,27.97,28.0,25.591522,0.04469074,0.0,,28.34,,4760395.0,,27.97,27.210882,1.25,28.0,,4760395.0,,,,,1589241600.0,0.9378620000000001,,,27.92,2.0,NOK,594176.0,,,,57310527488.0,,,6583183.0,0.40323177,27.92,27.97,,410000.0,594176.0,36.41,7.518816999999999,,,19.135,27.97,False,,1100.0,28.34,OSL,NORSK HYDRO ASA,Norsk Hydro ASA,Europe/Oslo,CEST,True,7200000.0,EQUITY,NHY.OL,finmb_292387,no_market,,0.514,,-0.03373,7.26,,,3.72,,2048999936.0,,,36.912,,,,1577750400.0,0.29948,-4793999872.0,-2.3409999999999997,,,0.7577482,0.34263000000000005,1640908800.0,1593475200.0,,,1339123950.0,73047531520.0,,1147219200.0,5:1,,,,,,,,,,,https://logo.clearbit.com/hydro.com,VÃ¦kerÃ¸,,47 22 53 27 25,,,,393ecc80-795c-3904-9f9c-8b2facbb321b,
NSKOG,Norske Skog,Materials,27.95,27.95,28.0,61,,2305.88,-0.0018,-0.0244,-0.0573,-0.2962,,0213,Basic Materials,2300.0,"Norske Skog ASA produces and sells newsprint and magazine paper primarily in Europe and Australasia. It operates through two segments, Publication Paper Europe, and Publication Paper Australasia. The company offers improved newsprint, super calandered, light-weight coated, and book and directory paper products. Its products are used in catalogues, inserts/flyers, supplements, free-sheets, directories, direct mail, and brochures. The company sells its products under brands, including Nornews, Norbright, NorX, Norstar, Norcote, NorSC, Norbook, Vantage, and Tasman Directory. It also exports its products to North America, Africa, the Middle East, and Asia. The company was founded in 1962 and is headquartered in Oslo, Norway. Norske Skog ASA is a subsidiary of NS Norway Holding AS.",Oslo,47 22 51 20 20,Norway,[],http://www.norskeskog.com,1.0,PB 294 SkOeyen,Paper & Paper Products,28.0,28.0,32.929783,0.22321428,0.6286,,28.3,,78988.0,,28.0,29.905714,6.25,28.0,,78988.0,,,,3.25,1587081600.0,,,,27.85,2.0,NOK,17712.0,,,,2305874944.0,,,142185.0,0.21661577,27.85,28.3,,,17712.0,45.05,,,,25.5,27.95,False,0.1161,,28.3,OSL,NORSKE SKOG ASA,Norske Skog ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NSKOG.OL,finmb_283764576,no_market,,0.248,,0.040110003,2.373,inf,,,,82500000.0,,,60.812,,,,1577750400.0,0.20117001,427000000.0,5.164,,,0.45961323,0.66667,1640908800.0,1593475200.0,,,27535200.0,2639000064.0,,,,,,,,,,,,,,https://logo.clearbit.com/norskeskog.com,,5.4124713,,,,,fcefc0b9-bd00-3360-8fdf-d92e1a313c86,
